"Sweep (n)","APD","APD value (ms)","APD value (mV)"
25,"APD 20",98.4,35.9375008032657
25,"APD 50",170,-5.09643566078921
25,"APD 90",187,-60.0280775136071
26,"APD 20",94.4,35.9191902559815
26,"APD 50",168.2,-5.38635265945686
26,"APD 90",185,-59.9060071983786
27,"APD 20",96.4,35.8764656456515
27,"APD 50",167.2,-5.20324718661414
27,"APD 90",184,-59.6771253573252
28,"APD 20",93.2,35.9222420138622
28,"APD 50",167.2,-5.395507933099
28,"APD 90",184,-60.0555433345335
29,"APD 20",96.2,35.8734138877708
29,"APD 50",169,-5.1696778499263
29,"APD 90",186,-59.9670423559928
