"Sweep (n)","APD","APD value (ms)","APD value (mV)"
20,"APD 20",43.8,32.8460700701044
20,"APD 50",83.6,-7.76367204853159
20,"APD 90",99,-62.0758070515649
21,"APD 20",43.2,32.8521735858658
21,"APD 50",82.2,-7.80639665886156
21,"APD 90",97.4,-61.9415297048136
22,"APD 20",42.4,32.7819831546094
22,"APD 50",82.4,-7.94677752137432
22,"APD 90",97.6,-61.88354630508
23,"APD 20",42.2,32.8430183122237
23,"APD 50",81.8,-8.01391619474999
23,"APD 90",97,-62.1521009985827
24,"APD 20",42.6,32.8155524912973
24,"APD 50",81.2,-7.75451677488946
24,"APD 90",96.4,-62.2528090086462
