"Sweep (n)","APD","APD value (ms)","APD value (mV)"
83,"APD 20",82,30.783081742743
83,"APD 50",146.6,-8.4960939399025
83,"APD 90",171.8,-61.0626234351685
84,"APD 20",81.2,30.8013922900273
84,"APD 50",145,-8.48693866626036
84,"APD 90",170.4,-61.0443128878842
85,"APD 20",83.4,30.7800299848623
85,"APD 50",147.2,-8.67614765486451
85,"APD 90",172.4,-61.1297621085442
86,"APD 20",82.8,30.7281501008902
86,"APD 50",147.4,-8.6486818339381
86,"APD 90",172.2,-60.9497083935821
87,"APD 20",84,30.6213385750653
87,"APD 50",146,-8.80432148585442
87,"APD 90",171,-61.4013685599275
