"Sweep (n)","APD","APD value (ms)","APD value (mV)"
686,"APD 20",4.6,22.7999984074385
686,"APD 50",15.3,-14.3499989976641
686,"APD 90",34.1,-63.8999955366368
687,"APD 20",4.7,22.4999984283932
687,"APD 50",15.3,-14.3999989941717
687,"APD 90",34,-63.9499955331443
688,"APD 20",4.7,22.7499984109309
688,"APD 50",15.4,-14.3999989941717
688,"APD 90",33.9,-63.9499955331443
689,"APD 20",4.7,22.7499984109309
689,"APD 50",15.2,-14.2999990011566
689,"APD 90",33.7,-63.9499955331443
690,"APD 20",4.6,22.7999984074385
690,"APD 50",15,-14.3999989941717
690,"APD 90",33.5,-63.9499955331443
691,"APD 20",4.7,22.6999984144234
691,"APD 50",15.1,-14.1999990081415
691,"APD 90",33.6,-63.8999955366368
692,"APD 20",4.6,22.8999984004536
692,"APD 50",15.1,-14.1999990081415
692,"APD 90",33.6,-63.8999955366368
693,"APD 20",4.6,22.7499984109309
693,"APD 50",15.2,-14.3499989976641
693,"APD 90",33.8,-63.8999955366368
694,"APD 20",4.7,22.7499984109309
694,"APD 50",15.4,-14.249999004649
694,"APD 90",33.9,-63.8499955401292
695,"APD 20",4.7,22.5999984214083
695,"APD 50",15.3,-14.4999989871867
695,"APD 90",33.8,-63.8999955366368
