"Sweep (n)","APD","APD value (ms)","APD value (mV)"
304,"APD 20",1.8,32.2499977473636
304,"APD 50",19.3,-8.64999939580451
304,"APD 90",57.7,-63.0999955925161
305,"APD 20",1.7,32.2999977438712
305,"APD 50",19,-8.69999939231205
305,"APD 90",58.1,-63.1999955855312
306,"APD 20",1.8,32.1499977543485
306,"APD 50",19.2,-8.64999939580451
306,"APD 90",58.5,-63.0999955925161
307,"APD 20",1.7,32.3499977403787
307,"APD 50",18.8,-8.49999940628189
307,"APD 90",58.4,-63.0999955925161
308,"APD 20",1.8,31.9999977648259
308,"APD 50",19.1,-8.94999937484975
308,"APD 90",58.8,-63.1999955855312
309,"APD 20",1.7,32.0499977613335
309,"APD 50",19,-8.64999939580451
309,"APD 90",59.2,-63.0499955960086
310,"APD 20",1.8,31.8499977753033
310,"APD 50",19.2,-8.79999938532713
310,"APD 90",59.1,-63.1999955855312
311,"APD 20",1.8,31.9499977683184
311,"APD 50",19,-8.79999938532713
311,"APD 90",59.1,-63.2499955820387
312,"APD 20",1.7,31.6999977857807
312,"APD 50",18.7,-8.99999937135729
312,"APD 90",58.2,-63.2999955785463
313,"APD 20",1.7,31.9499977683184
313,"APD 50",18.6,-8.64999939580451
313,"APD 90",58,-63.2499955820387
