"Sweep (n)","APD","APD value (ms)","APD value (mV)"
571,"APD 20",1.1,21.3999985052273
571,"APD 50",10.6,-17.5999987706543
571,"APD 90",42.6,-69.749995128019
572,"APD 20",1.2,20.9499985366595
572,"APD 50",10.6,-17.5499987741467
572,"APD 90",42.7,-69.7999951245265
573,"APD 20",1.1,21.2999985122123
573,"APD 50",10.2,-17.4999987776392
573,"APD 90",42.6,-69.7999951245265
574,"APD 20",1.1,21.649998487765
574,"APD 50",10,-17.299998791609
574,"APD 90",42.1,-69.6999951315115
575,"APD 20",1.1,21.5999984912575
575,"APD 50",10.1,-17.5499987741467
575,"APD 90",41.9,-69.7999951245265
576,"APD 20",1.2,20.8999985401519
576,"APD 50",10.2,-17.7499987601769
576,"APD 90",42.2,-69.8499951210341
577,"APD 20",1.1,21.0999985261821
577,"APD 50",10.2,-17.7499987601769
577,"APD 90",41.8,-69.7999951245265
578,"APD 20",1.1,21.2499985157047
578,"APD 50",10.1,-17.5499987741467
578,"APD 90",42.3,-69.8499951210341
579,"APD 20",1.1,21.0499985296746
579,"APD 50",10.5,-17.6999987636693
579,"APD 90",42.5,-69.7999951245265
580,"APD 20",1.1,21.54999849475
580,"APD 50",10.2,-17.5499987741467
580,"APD 90",42.6,-69.8499951210341
