"Sweep (n)","APD","APD value (ms)","APD value (mV)"
271,"APD 20",4,28.7499979918358
271,"APD 50",36.2,-9.94999930500056
271,"APD 90",85.4,-61.4499957077673
272,"APD 20",4.6,26.549998145504
272,"APD 50",35,-10.6499992561061
272,"APD 90",87.5,-60.3999957811089
273,"APD 20",5.6,23.8499983340968
273,"APD 50",36,-12.1999991478399
273,"APD 90",88.3,-60.1499957985712
274,"APD 20",5.6,23.1999983794988
274,"APD 50",36.3,-12.2499991443474
274,"APD 90",88.3,-59.7499958265109
275,"APD 20",6.1,21.8999984703027
275,"APD 50",34.5,-12.949999095453
275,"APD 90",88.2,-59.4999958439732
276,"APD 20",6.4,21.0499985296746
276,"APD 50",35,-13.2999990710058
276,"APD 90",90.1,-59.1499958684204
277,"APD 20",7.2,19.4999986379408
277,"APD 50",35.9,-14.249999004649
277,"APD 90",90.3,-59.1499958684204
278,"APD 20",7.3,19.3499986484182
278,"APD 50",35.6,-14.1999990081415
278,"APD 90",91.2,-58.9999958788978
279,"APD 20",7.9,18.2499987252523
279,"APD 50",36.1,-14.799998966232
279,"APD 90",91.9,-58.8499958893752
280,"APD 20",8.5,17.0499988090713
280,"APD 50",36.3,-15.3999989243225
280,"APD 90",93.8,-58.7499958963601
