"Sweep (n)","APD","APD value (ms)","APD value (mV)"
72,"APD 20",0.599999999999998,31.1499978241977
72,"APD 50",3.6,-9.84999931198548
72,"APD 90",19.3,-64.3999955017122
73,"APD 20",0.599999999999998,31.5499977962581
73,"APD 50",3.6,-9.64999932595532
73,"APD 90",19.4,-64.5499954912348
74,"APD 20",0.599999999999998,30.5999978626148
74,"APD 50",3.5,-9.69999932246286
74,"APD 90",19.3,-64.5999954877423
75,"APD 20",0.599999999999998,32.8499977054541
75,"APD 50",3.6,-9.84999931198548
75,"APD 90",19.3,-64.6999954807574
76,"APD 20",0.699999999999999,29.4999979394489
76,"APD 50",3.6,-10.3499992770609
76,"APD 90",19.4,-64.5499954912348
