"Sweep (n)","APD","APD value (ms)","APD value (mV)"
84,"APD 20",2,34.2999976041728
84,"APD 50",11.5,-7.6499994656537
84,"APD 90",26,-63.4499955680689
85,"APD 20",2,34.3499976006803
85,"APD 50",11.6,-7.54999947263862
85,"APD 90",26,-63.3999955715614
86,"APD 20",2,33.8499976356049
86,"APD 50",11.7,-8.04999943771402
86,"APD 90",26.2,-63.549995561084
87,"APD 20",2.1,33.6999976460823
87,"APD 50",11.5,-8.1499994307291
87,"APD 90",26,-63.549995561084
88,"APD 20",2,33.7999976390974
88,"APD 50",11.4,-7.99999944120648
88,"APD 90",26.2,-63.3999955715614
