"Sweep (n)","APD","APD value (ms)","APD value (mV)"
14,"APD 20",106.4,35.3851326268568
14,"APD 50",175.4,-5.97229017255359
14,"APD 90",190.8,-61.0198988248385
15,"APD 20",103.2,35.3607185638111
15,"APD 50",174.4,-6.00585950924142
15,"APD 90",190,-60.9100355411329
16,"APD 20",106.6,35.3698738374533
16,"APD 50",173.4,-5.78002942606873
16,"APD 90",189,-60.7482923734551
17,"APD 20",106.4,35.3546150480497
17,"APD 50",174.6,-5.96313489891145
17,"APD 90",190,-61.0809339824528
18,"APD 20",105.8,35.4095466899025
18,"APD 50",174.6,-5.75256360514232
18,"APD 90",190.2,-61.3250746129097
