"Sweep (n)","APD","APD value (ms)","APD value (mV)"
22,"APD 20",50.4,32.3852546301168
22,"APD 50",93,-8.70971699155234
22,"APD 90",108,-62.8936781635958
23,"APD 20",50.2,32.4340827562082
23,"APD 50",93.2,-8.65478534969953
23,"APD 90",108.4,-62.796021911413
24,"APD 20",50,32.5073249453453
24,"APD 50",93.8,-8.46557636109538
24,"APD 90",109.2,-63.2171644989512
25,"APD 20",51.4,32.4737556086575
25,"APD 50",93,-8.48388690837965
25,"APD 90",108.2,-63.1713881307406
26,"APD 20",49.8,32.5012214295839
26,"APD 50",92.2,-8.34960956162832
26,"APD 90",107.6,-63.0798353943192
