"Sweep (n)","APD","APD value (ms)","APD value (mV)"
22,"APD 20",63,40.4296884036739
22,"APD 50",120.2,-0.143432620393469
22,"APD 90",135.6,-54.2449963296577
23,"APD 20",63.4,40.4693612561232
23,"APD 50",120.6,-0.457763682106816
23,"APD 90",135.6,-54.4067394973354
24,"APD 20",61.8,40.4327401615547
24,"APD 50",120.6,-0.210571293769135
24,"APD 90",136,-54.6142590332238
25,"APD 20",66,40.4602059824811
25,"APD 50",124.2,-0.296020514429074
25,"APD 90",139,-54.9469006422214
26,"APD 20",67.4,40.4876718034075
26,"APD 50",127.2,-0.424194345418982
26,"APD 90",142.4,-54.3945324658125
