"Sweep (n)","APD","APD value (ms)","APD value (mV)"
31,"APD 20",58.4,44.415284195884
31,"APD 50",120.8,4.52880869497676
31,"APD 90",142.8,-48.8800059753658
32,"APD 20",58,44.6014414266074
32,"APD 50",119.6,4.75158702026875
32,"APD 90",141.4,-48.2910167043883
33,"APD 20",56.8,44.6746836157445
33,"APD 50",120,4.8156739357637
33,"APD 90",141.8,-47.9949961899593
34,"APD 20",56.8,44.7082529524323
34,"APD 50",119,5.13610851323847
34,"APD 90",140.6,-47.9003916956572
35,"APD 20",58.6,44.839478541303
35,"APD 50",120.6,5.34362804912689
35,"APD 90",142,-47.3846446138168
