"Sweep (n)","APD","APD value (ms)","APD value (mV)"
50,"APD 20",12.2,42.8833017397665
50,"APD 50",69.4,0.866699238122238
50,"APD 90",87.2,-54.8431408742772
51,"APD 20",12.2,42.9443368973807
51,"APD 50",69.4,0.848388690837965
51,"APD 90",87.2,-54.9316418528179
52,"APD 20",12.2,42.8771982240051
52,"APD 50",68.8,0.897216816929359
52,"APD 90",86.6,-54.8217785691122
53,"APD 20",12.2,43.0511484232056
53,"APD 50",68.2,1.21459963652342
53,"APD 90",86,-54.6447766120309
54,"APD 20",11.8,43.1091318229392
54,"APD 50",67.8,1.33056643599048
54,"APD 90",85.4,-54.3487560976019
