"Sweep (n)","APD","APD value (ms)","APD value (mV)"
16,"APD 20",54,29.5898444113846
16,"APD 50",90.4,-11.2396242746627
16,"APD 90",102,-65.2374282159826
17,"APD 20",55,29.4738776119175
17,"APD 50",91,-11.2304690010205
17,"APD 90",102.6,-65.1672377847263
18,"APD 20",54.4,29.5379645274125
18,"APD 50",91.4,-11.3159182216805
18,"APD 90",103,-64.8498549651322
19,"APD 20",55.2,29.5410162852932
19,"APD 50",91.2,-11.1358645067185
19,"APD 90",102.8,-64.7918715653987
20,"APD 20",55.2,29.4677740961561
20,"APD 50",91.4,-11.0809328648656
20,"APD 90",103.2,-65.4815688464396
