"Sweep (n)","APD","APD value (ms)","APD value (mV)"
81,"APD 20",5,32.4499977333938
81,"APD 50",27.5,-5.39999962281438
81,"APD 90",63.2,-55.5999961163851
82,"APD 20",4.9,32.3499977403787
82,"APD 50",27.1,-5.34999962630684
82,"APD 90",63.2,-55.6999961094001
83,"APD 20",4.8,32.3499977403787
83,"APD 50",26.9,-5.39999962281438
83,"APD 90",62.2,-55.5999961163851
84,"APD 20",4.6,32.3999977368862
84,"APD 50",26.3,-5.24999963329175
84,"APD 90",63.4,-55.6499961128926
85,"APD 20",5,32.4999977299013
85,"APD 50",27.4,-5.34999962630684
85,"APD 90",63.6,-55.6999961094001
