"Sweep (n)","APD","APD value (ms)","APD value (mV)"
56,"APD 20",4.3,30.249997887062
56,"APD 50",17.6,-8.74999938881959
56,"APD 90",46.3,-60.5999957671391
57,"APD 20",4.1,30.5499978661073
57,"APD 50",17.9,-8.69999939231205
57,"APD 90",46.4,-60.5499957706316
58,"APD 20",4.2,30.249997887062
58,"APD 50",18.2,-8.59999939929697
58,"APD 90",46.6,-60.6999957601542
59,"APD 20",4.1,30.3499978800771
59,"APD 50",17.6,-8.59999939929697
59,"APD 90",45.8,-60.6499957636466
60,"APD 20",4.3,29.9999979045243
60,"APD 50",17.8,-8.94999937484975
60,"APD 90",45.8,-60.6999957601542
