"Sweep (n)","APD","APD value (ms)","APD value (mV)"
82,"APD 20",4.1,30.1999978905545
82,"APD 50",16.3,-8.59999939929697
82,"APD 90",35.2,-60.8499957496768
83,"APD 20",4,30.3499978800771
83,"APD 50",16.3,-8.59999939929697
83,"APD 90",35.4,-60.8499957496768
84,"APD 20",4.1,30.0999978975394
84,"APD 50",16.6,-8.89999937834221
84,"APD 90",35.3,-60.8499957496768
85,"APD 20",3.9,30.5499978661073
85,"APD 50",16.3,-8.79999938532713
85,"APD 90",35.6,-60.9499957426919
86,"APD 20",3.7,30.6999978556299
86,"APD 50",15.9,-8.49999940628189
86,"APD 90",35.1,-60.9999957391994
