"Sweep (n)","APD","APD value (ms)","APD value (mV)"
150,"APD 20",5,26.4499981524889
150,"APD 50",22.5,-11.1999992176891
150,"APD 90",46.1,-61.2499957217371
151,"APD 20",4.8,26.8999981210568
151,"APD 50",22.4,-10.8999992386438
151,"APD 90",45.6,-61.049995735707
152,"APD 20",5.1,26.6499981385191
152,"APD 50",22.5,-11.1499992211815
152,"APD 90",45.8,-61.2999957182447
153,"APD 20",4.9,26.6999981350266
153,"APD 50",22.8,-10.9499992351514
153,"APD 90",45.6,-61.2999957182447
154,"APD 20",5.1,26.5999981420116
154,"APD 50",22.8,-10.9999992316589
154,"APD 90",45.7,-61.2999957182447
