"Sweep (n)","APD","APD value (ms)","APD value (mV)"
170,"APD 20",1.1,31.1499978241977
170,"APD 50",9.4,-8.59999939929697
170,"APD 90",26.6,-61.0999957322145
171,"APD 20",1.1,30.89999784166
171,"APD 50",9.2,-8.84999938183467
171,"APD 90",26.5,-61.1999957252296
172,"APD 20",1.1,30.3499978800771
172,"APD 50",9.3,-8.89999937834221
172,"APD 90",26.6,-61.2499957217371
173,"APD 20",1.1,30.3999978765846
173,"APD 50",9.3,-8.94999937484975
173,"APD 90",26.8,-61.2499957217371
174,"APD 20",1.2,30.249997887062
174,"APD 50",9.4,-8.74999938881959
174,"APD 90",26.7,-61.0999957322145
