"Sweep (n)","APD","APD value (ms)","APD value (mV)"
55,"APD 20",2.8,31.8499977753033
55,"APD 50",15.5,-4.94999965424651
55,"APD 90",49,-54.3499962036965
56,"APD 20",2.7,32.099997757841
56,"APD 50",15.8,-4.94999965424651
56,"APD 90",49,-54.299996207189
57,"APD 20",2.7,32.0499977613335
57,"APD 50",15.5,-4.94999965424651
57,"APD 90",48.4,-54.3999962002041
58,"APD 20",2.7,31.9999977648259
58,"APD 50",15.3,-4.84999966123143
58,"APD 90",47.7,-54.1499962176664
59,"APD 20",2.7,31.9999977648259
59,"APD 50",15,-4.89999965773897
59,"APD 90",47.7,-54.1499962176664
