"Sweep (n)","Peak x (ms)","Peak y (mV)"
318,6,55.6499961128926
319,6,56.1999960744755
320,6,56.0999960814605
321,6,56.0999960814605
322,6,56.149996077968
323,6,56.0999960814605
324,6,56.0999960814605
325,6,55.8499960989228
326,6,56.0499960849529
327,6,56.0999960814605
