"Sweep (n)","Peak x (ms)","Peak y (mV)"
371,7.3,48.3999966192992
372,7.3,48.3499966227917
373,7.4,48.3999966192992
374,7.3,48.3499966227917
375,7.4,48.1999966332691
376,7.4,47.9499966507314
377,7.4,48.3499966227917
378,7.4,48.1999966332691
379,7.4,48.1499966367615
380,7.4,48.3499966227917
