"Sweep (n)","Peak x (ms)","Peak y (mV)"
824,6.7,61.699995690305
825,6.7,61.149995728722
826,6.7,61.2999957182447
827,6.6,61.0999957322145
828,6.6,60.9499957426919
829,6.6,61.1999957252296
830,6.6,61.0999957322145
831,6.6,61.4999957042748
832,6.6,61.2499957217371
833,6.6,61.4499957077673
