"Sweep (n)","Negative dV/dt max x (ms)","Negative dV/dt max y (V/s)"
833,7.4,-27.4999980791472
834,7.5,-27.4999980791471
835,7.4,-26.9999981140717
835,7.5,-26.9999981140717
836,7.4,-28.499998009298
837,7.5,-27.4999980791471
838,7.5,-27.4999980791472
839,7.4,-27.9999980442226
840,7.4,-27.9999980442226
841,7.4,-28.4999980092979
842,7.4,-28.4999980092979
