"Sweep (n)","Negative dV/dt max x (ms)","Negative dV/dt max y (V/s)"
55,12.5,-16.4999988474888
56,12.5,-15.4999989173378
57,12.4,-15.9999988824128
58,12.3,-16.4999988474884
59,12.4,-15.9999988824128
