"Sweep (n)","APD","APD value (ms)","APD value (mV)","Absolute Time (s)"
1,"APD 20",38.85,22.3388661264608,458.8
1,"APD 50",72.05,-4.82177711472788,492
1,"APD 90",113.4,-41.1376933585644,533.35
2,"APD 20",38.05,21.1791982127921,799.6
2,"APD 50",68.85,-4.6997068080259,830.4
2,"APD 90",109,-39.1845684513329,870.55
3,"APD 20",43.5,23.3764637334276,1063.85
3,"APD 50",78.9000000000001,-5.24902318818478,1099.25
3,"APD 90",123,-43.6401346459548,1143.35
4,"APD 20",36.2,20.8740224460371,1322.75
4,"APD 50",69,-6.04248018174759,1355.55
4,"APD 90",106.85,-41.8090800454253,1393.4
5,"APD 20",44.0999999999999,24.1699207269904,1602.45
5,"APD 50",81.8499999999999,-4.39453104127098,1640.2
5,"APD 90",124.25,-42.4804667322861,1682.6
6,"APD 20",33.8,18.3715811586467,1872.2
6,"APD 50",65.2,-7.20214809541632,1903.6
6,"APD 90",107.15,-41.2597636652664,1945.55
7,"APD 20",42.3500000000004,21.8505848996529,2132
7,"APD 50",80.3500000000004,-5.73730441499266,2170
7,"APD 90",122.85,-42.6025370389881,2212.5
8,"APD 20",48.8000000000002,23.5595691934805,2429.75
8,"APD 50",86.1500000000001,-4.6997068080259,2467.1
8,"APD 90",127.05,-42.4804667322861,2508
9,"APD 20",47.4000000000001,23.4985340401295,2708.1
9,"APD 50",85.5999999999999,-5.24902318818478,2746.3
9,"APD 90",125.7,-43.6401346459548,2786.4
10,"APD 20",43.0999999999999,22.1557606664078,2967.75
10,"APD 50",79.8000000000002,-6.65283171525745,3004.45
10,"APD 90",123.35,-45.1660134797295,3048
11,"APD 20",42.0500000000002,21.9116200530039,3229.2
11,"APD 50",78.5,-6.16455048844956,3265.65
11,"APD 90",124.15,-43.8232401060078,3311.3
12,"APD 20",39.8000000000002,22.3388661264608,3496.35
12,"APD 50",78.0500000000002,-5.49316380158872,3534.6
12,"APD 90",122.45,-42.72460734569,3579
13,"APD 20",30.3000000000002,17.028807784925,3764.85
13,"APD 50",61,-7.75146447557519,3795.55
13,"APD 90",111.25,-40.7714824384585,3845.8
14,"APD 20",29.0999999999999,15.1367180310445,4042.9
14,"APD 50",57.5,-8.48388631578702,4071.3
14,"APD 90",97.8499999999999,-39.9780254448957,4111.65
15,"APD 20",36.4000000000005,18.8598623854546,4287.5
15,"APD 50",67.6500000000005,-7.20214809541632,4318.75
15,"APD 90",110.25,-41.9311503521272,4361.35
16,"APD 20",36.1999999999998,19.1650381522095,4545.35
16,"APD 50",69.3999999999996,-6.89697232866139,4578.55
16,"APD 90",114.2,-41.6259745853723,4623.35
17,"APD 20",40.4499999999998,21.423338826196,4814.35
17,"APD 50",75.8999999999996,-6.28662079515153,4849.8
17,"APD 90",115.35,-43.2739237258489,4889.25
18,"APD 20",46.9499999999998,23.6206043468315,5080.05
18,"APD 50",84.4499999999998,-5.55419895493971,5117.55
18,"APD 90",127.1,-44.6777322529216,5160.2
19,"APD 20",39.1500000000005,20.9960927527391,5344.7
19,"APD 50",75.3500000000004,-6.53076140855548,5380.9
19,"APD 90",120,-43.2739237258489,5425.55
20,"APD 20",37.5500000000002,20.8740224460371,5613.35
20,"APD 50",73.4499999999998,-6.46972625520449,5649.25
20,"APD 90",121.900000000001,-42.907712805743,5697.7
21,"APD 20",33.1000000000004,19.1650381522095,5877.1
21,"APD 50",67.3000000000002,-7.08007778871435,5911.3
21,"APD 90",112.700000000001,-41.8701151987762,5956.7
22,"APD 20",34.6999999999998,18.4936514653487,6173.6
22,"APD 50",66.1999999999998,-6.28662079515153,6205.1
22,"APD 90",104.95,-39.6118145247898,6243.85
23,"APD 20",33.6499999999996,18.4936514653487,6432
23,"APD 50",64.4499999999998,-7.01904263536336,6462.8
23,"APD 90",105.95,-41.0156230518624,6504.3
24,"APD 20",34.4499999999998,18.3715811586467,6669.5
24,"APD 50",66.75,-7.50732386217125,6701.8
24,"APD 90",111.55,-41.9921855054782,6746.6
25,"APD 20",33.3999999999996,17.8222647784878,6954.75
25,"APD 50",63.9499999999998,-7.20214809541632,6985.3
25,"APD 90",106.25,-40.5883769784055,7027.6
26,"APD 20",34.4000000000005,18.0053702385408,7213.4
26,"APD 50",68.8500000000004,-7.44628870882026,7247.85
26,"APD 90",113.6,-41.5039042786703,7292.6
27,"APD 20",30.1499999999996,14.8925774176405,7500.35
27,"APD 50",59.5499999999993,-8.60595662248899,7529.75
27,"APD 90",104.599999999999,-40.0390605982467,7574.8
28,"APD 20",36,18.6767569254016,7794.5
28,"APD 50",67.3000000000002,-6.53076140855548,7825.8
28,"APD 90",109.25,-40.2832012116506,7867.75
29,"APD 20",44.9499999999998,22.2167958197588,8058.25
29,"APD 50",82.3999999999996,-5.92040987504562,8095.7
29,"APD 90",122.55,-43.5180643392529,8135.85
30,"APD 20",44.3999999999996,22.5830067398647,8341.85
30,"APD 50",79.3500000000004,-5.92040987504562,8376.8
30,"APD 90",121.5,-43.7622049526568,8418.95
31,"APD 20",46.8500000000004,22.5219715865138,8604.45
31,"APD 50",83.1500000000015,-5.85937472169463,8640.75
31,"APD 90",133.400000000001,-43.7622049526568,8691
32,"APD 20",36.2999999999993,17.7001944717859,8991.8
32,"APD 50",66.25,-7.20214809541632,9021.75
32,"APD 90",106.799999999999,-40.4663066717036,9062.3
33,"APD 20",36.3500000000004,18.5546866186997,9295.4
33,"APD 50",66.25,-6.77490202195942,9325.3
33,"APD 90",106.35,-40.5273418250545,9365.4
34,"APD 20",42.2000000000007,20.9350575993881,9589.65
34,"APD 50",75.8999999999996,-6.04248018174759,9623.35
34,"APD 90",117.4,-42.0532206588292,9664.85
35,"APD 20",50.5500000000011,23.8647449602354,9885.25
35,"APD 50",88.6000000000004,-4.6997068080259,9923.3
35,"APD 90",134.6,-42.6635721923391,9969.3
36,"APD 20",45.3500000000004,22.5219715865138,10162.95
36,"APD 50",82.1500000000015,-5.24902318818478,10199.75
36,"APD 90",123.550000000001,-42.3583964255841,10241.15
37,"APD 20",41.5500000000011,19.1650381522095,10457.4
37,"APD 50",73.8000000000011,-6.83593717531041,10489.65
37,"APD 90",114.450000000001,-41.3818339719684,10530.3
38,"APD 20",40.8999999999996,20.6909169859842,10694.15
38,"APD 50",76,-6.77490202195942,10729.25
38,"APD 90",126.849999999999,-43.2739237258489,10780.1
39,"APD 20",32.9500000000007,15.9912101779583,10968.95
39,"APD 50",63.1500000000015,-8.36181600908505,10999.15
39,"APD 90",120.85,-40.7714824384585,11056.85
40,"APD 20",41.1500000000015,22.2167958197588,11643.4
40,"APD 50",73.3000000000011,-2.5634764407414,11675.55
40,"APD 90",109.700000000001,-35.5834944036247,11711.95
41,"APD 20",47.7000000000007,23.5595691934805,11936.3
41,"APD 50",85.8500000000004,-4.02832012116506,11974.45
41,"APD 90",124.6,-40.3442363650016,12013.2
42,"APD 20",50.9500000000007,23.1323231200236,12221.9
42,"APD 50",89.2999999999993,-5.18798803483379,12260.25
42,"APD 90",131.5,-43.029783112445,12302.45
43,"APD 20",45.75,22.3388661264608,12484.6
43,"APD 50",82.8999999999996,-5.79833956834365,12521.75
43,"APD 90",127.85,-43.090818265796,12566.7
44,"APD 20",47.7000000000007,21.7285145929509,12791.4
44,"APD 50",82.75,-5.31005834153576,12826.45
44,"APD 90",121.9,-41.3818339719684,12865.6
45,"APD 20",51.1000000000004,23.2543934267256,13057.7
45,"APD 50",91.1499999999996,-5.49316380158872,13097.75
45,"APD 90",134.200000000001,-43.8232401060078,13140.8
46,"APD 20",43.8500000000004,20.0195302991233,13349.65
