File Name,Ediast (mV),Peak (mV),APA (mV),dV/dt max y (V/s),Negative dV/dt max y (V/s),SD1,SD2,SD1_SD2 Ratio,APD 20 (ms),APD 50 (ms),APD 80 (ms),APD 90 (ms),Folder,Condition 1,Condition 2,Condition 3,Condition 4
18711006,-69.9614951132459,82.8049942161378,152.766489329384,236.949983449235,-90.9999936437224,0.0400693842672379,0.570611111111111,0.0702218787664573,0.400000000000002,4.45,17.16,28.54,RN_CTR_DMSO_2Hz,RN,CTR,DMSO,2Hz
18711020,-78.3329945285034,50.7849964527089,129.117990981212,351.849975423564,-35.2999975343238,0.0471404520791033,0.574222222222222,0.0820944405402341,0.830000000000001,4.59,18.93,28.72,RN_CTR_DMSO_2Hz,RN,CTR,DMSO,2Hz
18711024,-75.007994760752,65.0449954566594,140.052990217411,211.249985244359,-83.7999941466385,0.0377123616632827,0.342444444444444,0.110126948400242,0.500000000000002,1.17,8.56,17.15,RN_CTR_DMSO_2Hz,RN,CTR,DMSO,2Hz
18711028,-78.1489945413557,49.7599965243043,127.90899106566,358.399974966052,-31.8999977718108,0.0447834294751481,0.720611111111111,0.062146459837535,1.01,6.73,24.71,36.07,RN_CTR_DMSO_2Hz,RN,CTR,DMSO,2Hz
18711032,-72.0914949644671,52.7649963144075,124.856491278875,356.549975095271,-32.8999977019617,0.0518544972870137,0.732111111111111,0.0708287259953139,1.02,6.58,27.08,36.56,RN_CTR_DMSO_2Hz,RN,CTR,DMSO,2Hz
18712005,-76.3699946656174,54.0749962229051,130.444990888522,355.749975151146,-25.8999981909061,0.0542115198909686,0.813166666666667,0.0666671693678646,2.8,13.29,30.82,40.73,RN_CTR_DMSO_2Hz,RN,CTR,DMSO,2Hz
18712011,-78.4384945211343,60.1049958017145,138.543490322849,359.499974889218,-63.1499955890237,0.030641293851417,0.398833333333333,0.0768273142952369,0.530000000000002,3.6,13.77,19.93,RN_CTR_DMSO_2Hz,RN,CTR,DMSO,2Hz
18712018,-74.2969948104147,54.1149962201111,128.411991030526,353.749975290844,-31.8636341379873,0.0447834294751478,0.762611111111111,0.0587238093212399,1.1,6.64,27.74,38.12,RN_CTR_DMSO_2Hz,RN,CTR,DMSO,2Hz
18712022,-71.1794950281696,70.7649950571221,141.944490085292,287.199979939313,-56.9499960220885,0.0329983164553724,0.596,0.0553663027774705,0.63,7.31,21.97,29.79,RN_CTR_DMSO_2Hz,RN,CTR,DMSO,2Hz
18712027,-74.6484947858628,58.7699958949631,133.418490680826,372.499973981177,-29.4499979429415,0.0400693842672381,0.5505,0.0727872557079711,2.14,9.82,22.07,27.52,RN_CTR_DMSO_2Hz,RN,CTR,DMSO,2Hz
18712033,-75.4129947324631,52.7099963182492,128.122991050712,367.599974323438,-15.2999989313075,0.0659966329107439,0.949888888888889,0.0694782660190309,4.4,18.33,39.84,47.47,RN_CTR_DMSO_2Hz,RN,CTR,DMSO,2Hz
18712037,-72.0049637205113,77.819994564336,149.824958284847,289.549979775168,-101.899992882368,0.0447834294751481,0.830388888888889,0.0539306704056109,0.61,10.97,31.79,41.51,RN_CTR_DMSO_2Hz,RN,CTR,DMSO,2Hz
18712041,-74.629994787155,60.5749957688853,135.20499055604,367.999974295499,-39.0499972723887,0.0542115198909684,0.485055555555555,0.11176352743528,0.95,5.3,16.79,24.23,RN_CTR_DMSO_2Hz,RN,CTR,DMSO,2Hz
18713001,-76.7064946421131,60.6049957667899,137.311490408903,472.199967017214,-47.8499966577156,0.0259272486435073,0.549833333333333,0.0471547413946783,1.59,9.14,21.96,27.49,RN_CTR_DMSO_2Hz,RN,CTR,DMSO,2Hz
18713005,-71.805494984444,66.1099953822701,137.915490366714,380.549973418892,-40.2999971850778,0.193275853524323,1.774,0.108949184624759,3.48,42.35,77.84,88.7,RN_CTR_DMSO_2Hz,RN,CTR,DMSO,2Hz
18713009,-77.4789945881546,62.8749956082322,140.353990196387,489.149965833262,-56.3999960605048,0.0353553390593275,0.585833333333333,0.0603505076403883,2.03,12.92,25.21,29.27,RN_CTR_DMSO_2Hz,RN,CTR,DMSO,2Hz
18713013,-75.9329946961415,68.3249952275541,144.257989923696,420.649970617933,-75.1499947508331,0.0235702260395527,0.418888888888889,0.0562684441262531,0.47,3.41,14.76,20.94,RN_CTR_DMSO_2Hz,RN,CTR,DMSO,2Hz
18713018,-78.9054944885148,65.0599954556117,143.965489944126,458.999967939215,-76.5499946530448,0.0848528137423852,0.695111111111111,0.122070863759825,0.479999999999998,3.97,26.6,34.84,RN_CTR_DMSO_2Hz,RN,CTR,DMSO,2Hz
18713022,-77.341994597724,75.1449947511826,152.486989348907,324.799977312984,-92.9999935040257,0.101351971970071,0.668166666666667,0.151686662963439,0.5,3.72,22.43,33.42,RN_CTR_DMSO_2Hz,RN,CTR,DMSO,2Hz
18713026,-83.2004941885125,57.3249959958952,140.525490184408,381.799973331581,-51.3499964132435,0.0259272486435066,0.517277777777778,0.0501224869061453,0.649999999999999,4.31,17.26,25.84,RN_CTR_DMSO_2Hz,RN,CTR,DMSO,2Hz
18716002,-80.2119943972568,50.0249965057943,130.236990903051,227.249984126772,-38.4999973108068,0.0683536555146996,0.731166666666667,0.0934857381099151,1.2,6.9,26.18,36.57,RN_CTR_DMSO_2Hz,RN,CTR,DMSO,2Hz
18716006,-82.2924942519356,55.1549961474679,137.447490399403,354.299975252429,-27.5999980721624,0.0164991582276863,0.3875,0.042578472845642,1.14,4.97,13.72,19.37,RN_CTR_DMSO_2Hz,RN,CTR,DMSO,2Hz
18716010,-77.9214945572463,73.4549948692278,151.376489426474,0.576923036625594,-69.7999951245281,0.0518544972870136,0.574444444444444,0.0902689507897721,0.690000000000001,5.73,20.46,28.74,RN_CTR_DMSO_2Hz,RN,CTR,DMSO,2Hz
18716017,-77.4234945920313,64.4799954961242,141.903490088155,393.149972538792,-47.9499966507315,0.0424264068711926,0.575,0.0737850554281611,0.830000000000001,5.05,19.9,28.72,RN_CTR_DMSO_2Hz,RN,CTR,DMSO,2Hz
18716021,-88.8644937928867,61.0549957353577,149.919489528244,338.499976356054,-71.6999949918146,0.0212132034355969,0.398722222222222,0.0532029624969687,0.55,3.98,13.01,19.94,RN_CTR_DMSO_2Hz,RN,CTR,DMSO,2Hz
18716024,-83.1809941898745,63.7749955453679,146.955989735242,266.499981385189,-75.6499947159091,0.0589255650988791,0.559944444444444,0.105234663337615,0.500000000000001,3.9,19.35,27.97,RN_CTR_DMSO_2Hz,RN,CTR,DMSO,2Hz
18711002,-79.8829944202372,63.4649955670212,143.347989987258,266.499981385189,-70.3999950826167,0.016499158227686,0.605944444444444,0.0272288299347528,0.519999999999998,7.29,22.57,30.31,RN_CTR_DMSO_4Hz,RN,CTR,DMSO,4Hz
18711007,-70.1154951024891,64.1699955177775,134.285490620267,146.181807971136,-52.2999963468873,0.0306412938514173,0.681277777777778,0.0449762121279876,0.689999999999999,6.99,21.89,34.06,RN_CTR_DMSO_4Hz,RN,CTR,DMSO,4Hz
18711021,-78.5549945129969,50.4449964764576,128.999990989455,343.549976003315,-37.9545428034511,0.0235702260395517,0.535777777777778,0.0439925413430039,0.8,4.47,18.11,26.78,RN_CTR_DMSO_4Hz,RN,CTR,DMSO,4Hz
18711025,-77.54749458337,62.4399956386166,139.987490221987,218.749984720491,-79.1499944714369,0.0282842712474613,0.417333333333333,0.0677738128932779,0.51,1.42,11.35,20.88,RN_CTR_DMSO_4Hz,RN,CTR,DMSO,4Hz
18711029,-78.3909945244522,48.1849966343168,126.575991158769,358.099974987003,-31.3636341729118,0.028284271247462,0.775888888888889,0.0364540228021134,1.1,7.38,28.24,38.82,RN_CTR_DMSO_4Hz,RN,CTR,DMSO,4Hz
18711033,-76.6299946474566,49.3849965504978,126.014991197954,366.849974375826,-31.3999978067356,0.0471404520791032,0.664444444444444,0.0709471686809245,1.12,6.99,25.33,33.25,RN_CTR_DMSO_4Hz,RN,CTR,DMSO,4Hz
18712012,-78.7664944982238,61.6099956965914,140.376490194815,333.799976684339,-70.5999950686465,0.0164991582276859,0.4185,0.0394245118941121,0.499999999999998,3.61,14.46,20.92,RN_CTR_DMSO_4Hz,RN,CTR,DMSO,4Hz
18712019,-75.2699947424515,53.5849962571312,128.854990999583,324.199977354891,-44.7499968742485,0.032998316455372,0.783,0.0421434437488787,1.18,6.96,28.14,39.15,RN_CTR_DMSO_4Hz,RN,CTR,DMSO,4Hz
18712028,-74.9069947678068,62.4849956354734,137.39199040328,347.54997572392,-41.1999971222135,0.035355339059327,0.606166666666667,0.058326102379973,1.88,10.82,24.44,30.3,RN_CTR_DMSO_4Hz,RN,CTR,DMSO,4Hz
18712038,-73.7774948467014,71.1299950316271,144.907489878329,306.9999785563,-88.4999938183462,0.0494974746830587,0.8135,0.0608450825851982,0.800000000000001,11.61,31.67,40.71,RN_CTR_DMSO_4Hz,RN,CTR,DMSO,4Hz
18713002,-78.6324945075836,60.7899957538678,139.422490261451,454.999968218616,-79.7999944260342,0.0259272486435073,0.569055555555556,0.0455618935451656,1.41,9.34,22.84,28.46,RN_CTR_DMSO_4Hz,RN,CTR,DMSO,4Hz
18713010,-78.6509945062914,61.9499956728427,140.600990179134,455.749968166231,-73.6499948556068,0.0424264068711929,0.606555555555556,0.0699464484046045,2.04,13.05,26.11,30.31,RN_CTR_DMSO_4Hz,RN,CTR,DMSO,4Hz
