"Time (ms)","Sweep 19. Voltage (mV)","Sweep 20. Voltage (mV)","Sweep 21. Voltage (mV)","Sweep 22. Voltage (mV)","Sweep 23. Voltage (mV)"
0,-82.7026327905857,-82.7026327905857,-82.0922812570759,-83.3129843240956,-83.3129843240956
0.5,-83.0078085573407,-82.7026327905857,-81.7871054903209,-83.0078085573407,-83.6181600908505
1,-82.7026327905857,-82.7026327905857,-82.0922812570759,-83.3129843240956,-83.3129843240956
1.5,-82.7026327905857,-82.3974570238308,-82.0922812570759,-83.3129843240956,-83.3129843240956
2,-82.7026327905857,-82.7026327905857,-81.7871054903209,-83.0078085573407,-83.3129843240956
2.5,-82.7026327905857,-82.7026327905857,-81.7871054903209,-83.3129843240956,-83.6181600908505
3,-82.7026327905857,-82.3974570238308,-82.0922812570759,-83.3129843240956,-83.3129843240956
3.5,-82.3974570238308,-82.3974570238308,-81.7871054903209,-83.3129843240956,-83.3129843240956
4,-82.7026327905857,-82.7026327905857,-81.7871054903209,-83.3129843240956,-83.6181600908505
4.5,-82.7026327905857,-82.7026327905857,-81.7871054903209,-83.3129843240956,-83.6181600908505
5,-82.3974570238308,-82.7026327905857,-81.7871054903209,-83.3129843240956,-83.3129843240956
5.5,-82.7026327905857,-82.3974570238308,-81.7871054903209,-83.3129843240956,-83.6181600908505
6,-82.7026327905857,-82.7026327905857,-82.0922812570759,-83.6181600908505,-83.6181600908505
6.5,-82.3974570238308,-82.7026327905857,-82.0922812570759,-83.3129843240956,-83.6181600908505
7,-82.7026327905857,-82.7026327905857,-82.0922812570759,-83.3129843240956,-83.6181600908505
7.5,-82.7026327905857,-82.7026327905857,-82.0922812570759,-83.3129843240956,-83.6181600908505
8,-82.7026327905857,-82.7026327905857,-82.0922812570759,-83.6181600908505,-83.6181600908505
8.5,-82.7026327905857,-82.7026327905857,-82.0922812570759,-83.6181600908505,-83.6181600908505
9,-82.7026327905857,-82.7026327905857,-82.0922812570759,-83.6181600908505,-83.9233358576055
9.5,-82.7026327905857,-82.7026327905857,-82.0922812570759,-83.6181600908505,-83.9233358576055
10,-82.7026327905857,-82.7026327905857,-82.0922812570759,-83.6181600908505,-83.9233358576055
10.5,-82.7026327905857,-82.7026327905857,-82.0922812570759,-83.6181600908505,-83.9233358576055
11,-83.0078085573407,-82.7026327905857,-82.0922812570759,-83.6181600908505,-83.9233358576055
11.5,-83.0078085573407,-82.7026327905857,-82.0922812570759,-83.6181600908505,-83.9233358576055
12,-82.7026327905857,-82.7026327905857,-82.0922812570759,-83.6181600908505,-83.6181600908505
12.5,-83.0078085573407,-82.7026327905857,-82.0922812570759,-83.6181600908505,-83.9233358576055
13,-83.0078085573407,-83.0078085573407,-82.3974570238308,-83.9233358576055,-83.9233358576055
13.5,-83.0078085573407,-82.7026327905857,-82.3974570238308,-83.6181600908505,-83.9233358576055
14,-83.0078085573407,-83.0078085573407,-82.0922812570759,-83.6181600908505,-83.6181600908505
14.5,-83.0078085573407,-83.0078085573407,-82.0922812570759,-83.9233358576055,-83.9233358576055
15,-83.0078085573407,-83.0078085573407,-82.3974570238308,-83.6181600908505,-83.6181600908505
15.5,-83.0078085573407,-82.7026327905857,-82.3974570238308,-83.6181600908505,-83.6181600908505
16,-83.0078085573407,-82.7026327905857,-82.0922812570759,-83.6181600908505,-83.6181600908505
16.5,-83.0078085573407,-82.7026327905857,-82.0922812570759,-83.6181600908505,-83.6181600908505
17,-83.0078085573407,-82.7026327905857,-82.3974570238308,-83.6181600908505,-83.6181600908505
17.5,-83.0078085573407,-82.7026327905857,-82.0922812570759,-83.6181600908505,-83.6181600908505
18,-83.0078085573407,-82.7026327905857,-82.0922812570759,-83.6181600908505,-83.9233358576055
18.5,-83.0078085573407,-82.7026327905857,-82.3974570238308,-83.6181600908505,-83.3129843240956
19,-82.7026327905857,-82.7026327905857,-82.0922812570759,-83.6181600908505,-83.3129843240956
19.5,-83.0078085573407,-82.7026327905857,-82.0922812570759,-83.6181600908505,-83.6181600908505
20,-83.0078085573407,-82.7026327905857,-82.3974570238308,-83.3129843240956,-83.3129843240956
20.5,-83.0078085573407,-82.7026327905857,-82.0922812570759,-83.3129843240956,-83.3129843240956
21,-83.0078085573407,-82.7026327905857,-82.0922812570759,-83.6181600908505,-83.3129843240956
21.5,-82.7026327905857,-82.3974570238308,-82.0922812570759,-83.6181600908505,-83.3129843240956
