"Time (ms)","Sweep 23. Voltage (mV)","Sweep 24. Voltage (mV)","Sweep 25. Voltage (mV)","Sweep 26. Voltage (mV)","Sweep 27. Voltage (mV)"
0,-78.7353478227716,-78.4301720560167,-77.209468988997,-78.7353478227716,-79.0405235895266
0.5,-78.4301720560167,-78.4301720560167,-77.209468988997,-79.0405235895266,-79.3456993562815
1,-78.7353478227716,-78.4301720560167,-77.209468988997,-78.7353478227716,-79.3456993562815
1.5,-78.7353478227716,-78.7353478227716,-77.209468988997,-79.0405235895266,-79.3456993562815
2,-78.7353478227716,-78.4301720560167,-77.209468988997,-79.0405235895266,-79.3456993562815
2.5,-78.7353478227716,-78.7353478227716,-77.209468988997,-79.0405235895266,-79.3456993562815
3,-79.0405235895266,-78.4301720560167,-77.209468988997,-78.7353478227716,-79.3456993562815
3.5,-78.7353478227716,-78.4301720560167,-77.209468988997,-79.0405235895266,-79.6508751230364
4,-78.7353478227716,-78.4301720560167,-77.209468988997,-79.3456993562815,-79.3456993562815
4.5,-78.7353478227716,-78.7353478227716,-77.209468988997,-79.0405235895266,-79.6508751230364
5,-79.0405235895266,-78.7353478227716,-77.209468988997,-79.0405235895266,-79.6508751230364
5.5,-79.0405235895266,-78.7353478227716,-77.209468988997,-79.0405235895266,-79.6508751230364
6,-78.7353478227716,-78.7353478227716,-77.5146447557519,-79.0405235895266,-79.6508751230364
6.5,-79.0405235895266,-78.7353478227716,-77.5146447557519,-79.0405235895266,-79.6508751230364
7,-79.0405235895266,-78.7353478227716,-77.5146447557519,-79.0405235895266,-79.6508751230364
7.5,-78.7353478227716,-78.7353478227716,-77.5146447557519,-79.3456993562815,-79.6508751230364
8,-79.0405235895266,-78.7353478227716,-77.5146447557519,-79.3456993562815,-79.6508751230364
8.5,-79.0405235895266,-79.0405235895266,-77.5146447557519,-79.3456993562815,-79.6508751230364
9,-79.0405235895266,-78.7353478227716,-77.5146447557519,-79.3456993562815,-79.6508751230364
9.5,-79.0405235895266,-78.7353478227716,-77.5146447557519,-79.3456993562815,-79.3456993562815
10,-78.7353478227716,-79.0405235895266,-77.5146447557519,-79.3456993562815,-79.6508751230364
10.5,-79.0405235895266,-79.0405235895266,-77.5146447557519,-79.3456993562815,-79.6508751230364
11,-79.0405235895266,-78.7353478227716,-77.5146447557519,-79.0405235895266,-79.3456993562815
11.5,-78.7353478227716,-78.7353478227716,-77.5146447557519,-79.0405235895266,-79.3456993562815
12,-78.7353478227716,-78.7353478227716,-77.5146447557519,-79.0405235895266,-79.6508751230364
12.5,-78.7353478227716,-78.7353478227716,-77.5146447557519,-79.0405235895266,-79.3456993562815
13,-78.7353478227716,-78.7353478227716,-77.5146447557519,-79.0405235895266,-79.3456993562815
13.5,-78.7353478227716,-78.7353478227716,-77.5146447557519,-79.0405235895266,-79.3456993562815
14,-78.7353478227716,-78.7353478227716,-77.5146447557519,-79.0405235895266,-79.3456993562815
14.5,-78.4301720560167,-78.4301720560167,-77.209468988997,-79.0405235895266,-79.0405235895266
15,-78.4301720560167,-78.7353478227716,-77.209468988997,-79.0405235895266,-79.0405235895266
15.5,-78.4301720560167,-78.7353478227716,-77.209468988997,-78.7353478227716,-79.3456993562815
16,-78.4301720560167,-78.4301720560167,-77.209468988997,-78.7353478227716,-79.3456993562815
16.5,-78.4301720560167,-78.4301720560167,-77.209468988997,-78.7353478227716,-79.0405235895266
17,-78.1249962892618,-78.4301720560167,-77.209468988997,-79.0405235895266,-79.0405235895266
17.5,-78.4301720560167,-78.4301720560167,-77.209468988997,-78.7353478227716,-79.3456993562815
18,-78.4301720560167,-78.4301720560167,-77.209468988997,-78.7353478227716,-79.0405235895266
18.5,-78.4301720560167,-78.4301720560167,-77.209468988997,-78.7353478227716,-79.0405235895266
19,-78.1249962892618,-78.4301720560167,-77.5146447557519,-78.7353478227716,-79.0405235895266
19.5,-78.4301720560167,-78.4301720560167,-77.209468988997,-78.7353478227716,-79.3456993562815
20,-78.4301720560167,-78.4301720560167,-77.209468988997,-78.7353478227716,-79.3456993562815
20.5,-78.1249962892618,-78.4301720560167,-77.5146447557519,-78.7353478227716,-79.0405235895266
21,-78.1249962892618,-78.4301720560167,-77.5146447557519,-79.0405235895266,-79.3456993562815
21.5,-78.4301720560167,-78.4301720560167,-77.5146447557519,-79.0405235895266,-79.3456993562815
22,-78.4301720560167,-78.4301720560167,-77.5146447557519,-79.0405235895266,-79.3456993562815
22.5,-78.4301720560167,-78.4301720560167,-77.5146447557519,-79.0405235895266,-79.3456993562815
23,-78.4301720560167,-78.4301720560167,-77.5146447557519,-79.0405235895266,-79.3456993562815
23.5,-78.4301720560167,-78.4301720560167,-77.5146447557519,-79.0405235895266,-79.6508751230364
24,-78.1249962892618,-78.4301720560167,-77.8198205225069,-79.0405235895266,-79.3456993562815
24.5,-78.4301720560167,-78.4301720560167,-77.8198205225069,-79.3456993562815,-79.3456993562815
25,-78.4301720560167,-78.7353478227716,-77.8198205225069,-79.0405235895266,-79.6508751230364
25.5,-78.4301720560167,-78.7353478227716,-77.8198205225069,-79.0405235895266,-79.3456993562815
26,-78.1249962892618,-78.7353478227716,-77.8198205225069,-79.0405235895266,-79.3456993562815
26.5,-78.4301720560167,-78.7353478227716,-77.8198205225069,-79.3456993562815,-79.6508751230364
27,-78.4301720560167,-78.7353478227716,-78.1249962892618,-79.0405235895266,-79.6508751230364
27.5,-78.4301720560167,-78.7353478227716,-78.1249962892618,-79.3456993562815,-79.6508751230364
28,-78.4301720560167,-78.7353478227716,-78.1249962892618,-79.3456993562815,-79.3456993562815
28.5,-78.4301720560167,-79.0405235895266,-78.1249962892618,-79.3456993562815,-79.6508751230364
29,-78.7353478227716,-78.7353478227716,-77.8198205225069,-79.3456993562815,-79.6508751230364
29.5,-78.4301720560167,-78.7353478227716,-77.8198205225069,-79.0405235895266,-79.3456993562815
30,-78.4301720560167,-78.7353478227716,-78.1249962892618,-79.3456993562815,-79.3456993562815
30.5,-78.4301720560167,-78.7353478227716,-78.1249962892618,-79.0405235895266,-79.6508751230364
31,-78.4301720560167,-78.4301720560167,-77.8198205225069,-79.0405235895266,-79.3456993562815
31.5,-78.4301720560167,-78.4301720560167,-77.8198205225069,-79.0405235895266,-79.3456993562815
32,-78.4301720560167,-78.4301720560167,-77.8198205225069,-79.3456993562815,-79.3456993562815
32.5,-78.4301720560167,-78.7353478227716,-77.8198205225069,-79.0405235895266,-79.3456993562815
33,-78.4301720560167,-78.7353478227716,-77.8198205225069,-79.0405235895266,-79.3456993562815
33.5,-78.4301720560167,-78.4301720560167,-77.8198205225069,-79.0405235895266,-79.0405235895266
34,-78.4301720560167,-78.4301720560167,-77.8198205225069,-79.0405235895266,-79.3456993562815
34.5,-78.4301720560167,-78.4301720560167,-77.8198205225069,-78.7353478227716,-79.3456993562815
35,-78.1249962892618,-78.4301720560167,-77.8198205225069,-78.7353478227716,-79.0405235895266
35.5,-78.1249962892618,-78.4301720560167,-77.5146447557519,-78.7353478227716,-79.0405235895266
36,-78.1249962892618,-78.4301720560167,-77.8198205225069,-78.7353478227716,-79.0405235895266
36.5,-78.1249962892618,-78.4301720560167,-77.5146447557519,-78.7353478227716,-79.0405235895266
37,-78.1249962892618,-78.4301720560167,-77.5146447557519,-78.7353478227716,-78.7353478227716
37.5,-78.1249962892618,-78.1249962892618,-77.5146447557519,-78.7353478227716,-79.0405235895266
38,-78.1249962892618,-78.4301720560167,-77.5146447557519,-78.7353478227716,-79.0405235895266
38.5,-78.1249962892618,-78.1249962892618,-77.5146447557519,-78.7353478227716,-79.0405235895266
39,-77.8198205225069,-78.1249962892618,-77.5146447557519,-78.7353478227716,-79.0405235895266
39.5,-78.1249962892618,-78.4301720560167,-77.5146447557519,-78.7353478227716,-79.0405235895266
40,-78.1249962892618,-78.1249962892618,-77.5146447557519,-78.7353478227716,-79.0405235895266
40.5,-78.1249962892618,-78.1249962892618,-77.5146447557519,-78.7353478227716,-79.0405235895266
41,-78.1249962892618,-78.4301720560167,-77.5146447557519,-79.0405235895266,-79.0405235895266
41.5,-78.1249962892618,-78.4301720560167,-77.8198205225069,-79.0405235895266,-79.3456993562815
42,-78.4301720560167,-78.4301720560167,-77.8198205225069,-79.0405235895266,-79.3456993562815
42.5,-78.1249962892618,-78.4301720560167,-77.8198205225069,-79.0405235895266,-79.3456993562815
43,-78.4301720560167,-78.4301720560167,-77.8198205225069,-79.0405235895266,-79.3456993562815
43.5,-78.1249962892618,-78.4301720560167,-78.1249962892618,-79.0405235895266,-79.3456993562815
44,-78.4301720560167,-78.4301720560167,-77.8198205225069,-79.0405235895266,-79.3456993562815
44.5,-78.4301720560167,-78.4301720560167,-77.8198205225069,-79.0405235895266,-79.3456993562815
45,-78.4301720560167,-78.4301720560167,-78.1249962892618,-79.3456993562815,-79.3456993562815
45.5,-78.7353478227716,-78.4301720560167,-77.8198205225069,-79.3456993562815,-79.6508751230364
46,-78.4301720560167,-78.7353478227716,-78.1249962892618,-79.3456993562815,-79.3456993562815
46.5,-78.4301720560167,-78.4301720560167,-78.1249962892618,-79.3456993562815,-79.6508751230364
47,-78.4301720560167,-78.4301720560167,-78.1249962892618,-79.3456993562815,-79.6508751230364
47.5,-78.4301720560167,-78.7353478227716,-78.1249962892618,-79.3456993562815,-79.6508751230364
48,-78.7353478227716,-78.4301720560167,-78.4301720560167,-79.3456993562815,-79.6508751230364
48.5,-78.7353478227716,-78.7353478227716,-78.4301720560167,-79.3456993562815,-79.6508751230364
49,-78.7353478227716,-78.7353478227716,-78.4301720560167,-79.3456993562815,-79.6508751230364
49.5,-78.7353478227716,-78.7353478227716,-78.1249962892618,-79.3456993562815,-79.6508751230364
50,-78.7353478227716,-78.4301720560167,-78.1249962892618,-79.0405235895266,-79.3456993562815
50.5,-78.7353478227716,-78.4301720560167,-78.4301720560167,-79.3456993562815,-79.3456993562815
51,-78.7353478227716,-78.7353478227716,-78.1249962892618,-79.3456993562815,-79.3456993562815
51.5,-78.7353478227716,-78.4301720560167,-78.1249962892618,-79.0405235895266,-79.3456993562815
52,-78.7353478227716,-78.4301720560167,-78.1249962892618,-79.0405235895266,-79.3456993562815
