"Time (ms)","Sweep 16. Voltage (mV)","Sweep 17. Voltage (mV)","Sweep 18. Voltage (mV)","Sweep 19. Voltage (mV)","Sweep 20. Voltage (mV)"
0,-89.7216754259491,-89.4164996591942,-89.4164996591942,-86.6699177583998,-88.1957965921744
0.5,-89.7216754259491,-89.7216754259491,-89.4164996591942,-86.6699177583998,-88.1957965921744
1,-89.7216754259491,-89.4164996591942,-89.4164996591942,-86.9750935251547,-88.1957965921744
1.5,-89.7216754259491,-89.4164996591942,-89.4164996591942,-86.9750935251547,-88.5009723589294
2,-89.7216754259491,-89.4164996591942,-89.4164996591942,-86.9750935251547,-88.5009723589294
2.5,-89.7216754259491,-89.7216754259491,-89.4164996591942,-86.9750935251547,-88.5009723589294
3,-89.7216754259491,-89.4164996591942,-89.4164996591942,-86.6699177583998,-88.5009723589294
3.5,-89.7216754259491,-89.4164996591942,-89.4164996591942,-86.6699177583998,-88.5009723589294
4,-89.4164996591942,-89.4164996591942,-89.4164996591942,-86.9750935251547,-88.1957965921744
4.5,-89.4164996591942,-89.4164996591942,-89.4164996591942,-86.9750935251547,-88.1957965921744
5,-89.4164996591942,-89.4164996591942,-89.4164996591942,-86.9750935251547,-88.5009723589294
5.5,-89.4164996591942,-89.4164996591942,-89.1113238924392,-86.6699177583998,-88.1957965921744
6,-89.4164996591942,-89.4164996591942,-89.4164996591942,-86.6699177583998,-88.1957965921744
6.5,-89.4164996591942,-89.4164996591942,-89.4164996591942,-86.6699177583998,-88.1957965921744
7,-89.4164996591942,-89.4164996591942,-89.1113238924392,-86.6699177583998,-88.1957965921744
7.5,-89.4164996591942,-89.1113238924392,-89.4164996591942,-86.6699177583998,-88.1957965921744
8,-89.1113238924392,-89.1113238924392,-89.1113238924392,-86.6699177583998,-88.1957965921744
8.5,-89.1113238924392,-89.1113238924392,-89.1113238924392,-86.3647419916449,-88.1957965921744
9,-89.1113238924392,-88.8061481256843,-89.1113238924392,-86.3647419916449,-88.1957965921744
9.5,-89.1113238924392,-89.1113238924392,-88.8061481256843,-86.3647419916449,-87.8906208254195
10,-89.1113238924392,-88.8061481256843,-89.1113238924392,-86.3647419916449,-87.8906208254195
10.5,-89.1113238924392,-88.8061481256843,-88.8061481256843,-86.0595662248899,-87.8906208254195
11,-89.4164996591942,-88.8061481256843,-88.8061481256843,-86.3647419916449,-87.8906208254195
11.5,-89.1113238924392,-89.1113238924392,-88.8061481256843,-86.3647419916449,-87.8906208254195
12,-89.1113238924392,-89.1113238924392,-89.1113238924392,-86.3647419916449,-87.8906208254195
12.5,-89.1113238924392,-88.8061481256843,-88.8061481256843,-86.3647419916449,-87.8906208254195
13,-89.1113238924392,-88.8061481256843,-88.8061481256843,-86.3647419916449,-87.8906208254195
13.5,-89.1113238924392,-89.1113238924392,-89.1113238924392,-86.3647419916449,-87.8906208254195
14,-89.1113238924392,-89.1113238924392,-88.8061481256843,-86.3647419916449,-87.8906208254195
14.5,-89.1113238924392,-89.1113238924392,-88.8061481256843,-86.3647419916449,-87.8906208254195
15,-89.1113238924392,-89.1113238924392,-89.1113238924392,-86.6699177583998,-87.8906208254195
15.5,-89.1113238924392,-89.1113238924392,-89.1113238924392,-86.6699177583998,-87.8906208254195
16,-89.4164996591942,-89.1113238924392,-89.1113238924392,-86.6699177583998,-87.8906208254195
16.5,-89.4164996591942,-89.1113238924392,-89.1113238924392,-86.6699177583998,-88.1957965921744
17,-89.4164996591942,-89.4164996591942,-89.4164996591942,-86.6699177583998,-88.1957965921744
17.5,-89.4164996591942,-89.4164996591942,-89.1113238924392,-86.6699177583998,-88.1957965921744
18,-89.7216754259491,-89.4164996591942,-89.4164996591942,-86.9750935251547,-88.1957965921744
18.5,-89.7216754259491,-89.4164996591942,-89.4164996591942,-86.9750935251547,-88.1957965921744
19,-89.4164996591942,-89.4164996591942,-89.4164996591942,-86.9750935251547,-88.5009723589294
19.5,-89.7216754259491,-89.4164996591942,-89.4164996591942,-86.6699177583998,-88.1957965921744
20,-89.7216754259491,-89.7216754259491,-89.4164996591942,-86.9750935251547,-88.1957965921744
20.5,-89.4164996591942,-89.7216754259491,-89.4164996591942,-86.9750935251547,-88.1957965921744
21,-89.4164996591942,-89.7216754259491,-89.4164996591942,-86.9750935251547,-88.5009723589294
21.5,-89.7216754259491,-89.7216754259491,-89.4164996591942,-86.9750935251547,-88.1957965921744
22,-89.7216754259491,-89.4164996591942,-89.4164996591942,-87.2802692919097,-88.5009723589294
22.5,-89.4164996591942,-89.7216754259491,-89.4164996591942,-86.9750935251547,-88.5009723589294
23,-89.4164996591942,-89.4164996591942,-89.4164996591942,-86.9750935251547,-88.5009723589294
23.5,-89.4164996591942,-89.4164996591942,-89.4164996591942,-87.2802692919097,-88.5009723589294
24,-89.4164996591942,-89.4164996591942,-89.4164996591942,-87.2802692919097,-88.5009723589294
24.5,-89.4164996591942,-89.4164996591942,-89.4164996591942,-86.9750935251547,-88.5009723589294
25,-89.4164996591942,-89.1113238924392,-89.1113238924392,-86.9750935251547,-88.5009723589294
25.5,-89.4164996591942,-89.4164996591942,-89.1113238924392,-86.9750935251547,-88.5009723589294
26,-89.1113238924392,-89.1113238924392,-89.4164996591942,-86.9750935251547,-88.5009723589294
26.5,-89.4164996591942,-89.1113238924392,-89.1113238924392,-86.9750935251547,-88.5009723589294
27,-89.1113238924392,-89.1113238924392,-89.1113238924392,-86.9750935251547,-88.1957965921744
27.5,-89.1113238924392,-89.1113238924392,-89.1113238924392,-86.9750935251547,-88.5009723589294
28,-88.8061481256843,-88.8061481256843,-89.1113238924392,-86.6699177583998,-88.1957965921744
28.5,-88.8061481256843,-88.8061481256843,-88.8061481256843,-86.9750935251547,-88.1957965921744
29,-89.1113238924392,-88.8061481256843,-88.8061481256843,-86.6699177583998,-88.1957965921744
29.5,-88.8061481256843,-89.1113238924392,-88.8061481256843,-86.6699177583998,-88.1957965921744
30,-88.8061481256843,-88.8061481256843,-88.8061481256843,-86.6699177583998,-88.1957965921744
30.5,-88.8061481256843,-88.8061481256843,-88.8061481256843,-86.6699177583998,-88.1957965921744
31,-88.8061481256843,-88.8061481256843,-88.8061481256843,-86.6699177583998,-87.8906208254195
31.5,-88.8061481256843,-89.1113238924392,-88.8061481256843,-86.6699177583998,-88.1957965921744
32,-88.8061481256843,-88.8061481256843,-88.8061481256843,-86.3647419916449,-88.1957965921744
32.5,-88.8061481256843,-88.8061481256843,-88.8061481256843,-86.6699177583998,-87.8906208254195
33,-89.1113238924392,-88.8061481256843,-88.8061481256843,-86.6699177583998,-88.1957965921744
33.5,-88.8061481256843,-88.8061481256843,-88.8061481256843,-86.6699177583998,-88.1957965921744
34,-89.1113238924392,-88.8061481256843,-89.1113238924392,-86.6699177583998,-87.8906208254195
34.5,-89.1113238924392,-89.1113238924392,-88.8061481256843,-86.6699177583998,-88.1957965921744
35,-89.1113238924392,-89.1113238924392,-89.1113238924392,-86.6699177583998,-88.1957965921744
35.5,-89.1113238924392,-89.1113238924392,-89.1113238924392,-86.6699177583998,-88.1957965921744
36,-89.4164996591942,-89.1113238924392,-89.1113238924392,-86.9750935251547,-88.1957965921744
36.5,-89.1113238924392,-89.4164996591942,-89.1113238924392,-86.9750935251547,-88.1957965921744
37,-89.1113238924392,-89.4164996591942,-89.1113238924392,-86.9750935251547,-88.1957965921744
37.5,-89.4164996591942,-89.4164996591942,-89.1113238924392,-86.9750935251547,-88.1957965921744
38,-89.4164996591942,-89.4164996591942,-89.1113238924392,-86.9750935251547,-88.5009723589294
38.5,-89.4164996591942,-89.4164996591942,-89.1113238924392,-86.9750935251547,-88.5009723589294
39,-89.4164996591942,-89.4164996591942,-89.4164996591942,-86.9750935251547,-88.5009723589294
39.5,-89.4164996591942,-89.4164996591942,-89.4164996591942,-87.2802692919097,-88.5009723589294
40,-89.4164996591942,-89.4164996591942,-89.4164996591942,-87.2802692919097,-88.5009723589294
40.5,-89.4164996591942,-89.4164996591942,-89.4164996591942,-87.2802692919097,-88.5009723589294
41,-89.4164996591942,-89.4164996591942,-89.4164996591942,-87.2802692919097,-88.8061481256843
41.5,-89.4164996591942,-89.4164996591942,-89.4164996591942,-87.2802692919097,-88.8061481256843
42,-89.4164996591942,-89.4164996591942,-89.4164996591942,-87.2802692919097,-88.8061481256843
42.5,-89.1113238924392,-89.7216754259491,-89.4164996591942,-87.2802692919097,-88.8061481256843
43,-89.4164996591942,-89.4164996591942,-89.4164996591942,-87.5854450586646,-88.8061481256843
43.5,-89.1113238924392,-89.4164996591942,-89.4164996591942,-87.2802692919097,-88.8061481256843
