"Time (ms)","Sweep 4. Voltage (mV)","Sweep 5. Voltage (mV)","Sweep 6. Voltage (mV)","Sweep 7. Voltage (mV)","Sweep 8. Voltage (mV)"
0,-65.0024383187999,-65.0024383187999,-65.0024383187999,-65.0024383187999,-65.3076140855548
0.5,-65.0024383187999,-64.6972625520449,-65.0024383187999,-65.0024383187999,-65.0024383187999
1,-65.0024383187999,-64.6972625520449,-64.6972625520449,-65.0024383187999,-65.0024383187999
1.5,-65.0024383187999,-65.0024383187999,-64.6972625520449,-65.0024383187999,-65.0024383187999
2,-65.0024383187999,-65.0024383187999,-65.0024383187999,-65.0024383187999,-65.0024383187999
2.5,-65.0024383187999,-65.0024383187999,-65.0024383187999,-65.0024383187999,-65.0024383187999
3,-65.0024383187999,-65.0024383187999,-65.0024383187999,-65.0024383187999,-65.0024383187999
3.5,-65.0024383187999,-65.0024383187999,-65.0024383187999,-65.0024383187999,-65.3076140855548
4,-65.0024383187999,-65.0024383187999,-65.0024383187999,-65.0024383187999,-65.3076140855548
4.5,-65.0024383187999,-65.0024383187999,-65.0024383187999,-65.0024383187999,-65.0024383187999
5,-65.0024383187999,-65.0024383187999,-65.0024383187999,-65.0024383187999,-65.0024383187999
5.5,-65.0024383187999,-65.0024383187999,-65.0024383187999,-65.0024383187999,-65.0024383187999
6,-65.0024383187999,-65.0024383187999,-65.0024383187999,-65.0024383187999,-65.3076140855548
6.5,-65.0024383187999,-64.6972625520449,-65.0024383187999,-65.0024383187999,-65.3076140855548
7,-65.0024383187999,-65.0024383187999,-65.0024383187999,-65.0024383187999,-65.3076140855548
7.5,-65.0024383187999,-65.0024383187999,-65.0024383187999,-65.0024383187999,-65.3076140855548
8,-65.0024383187999,-65.0024383187999,-65.0024383187999,-65.3076140855548,-65.3076140855548
8.5,-65.0024383187999,-65.0024383187999,-65.3076140855548,-65.3076140855548,-65.3076140855548
9,-65.0024383187999,-65.0024383187999,-65.3076140855548,-65.0024383187999,-65.0024383187999
9.5,-65.0024383187999,-65.0024383187999,-65.0024383187999,-65.0024383187999,-65.0024383187999
10,-65.0024383187999,-64.6972625520449,-65.0024383187999,-64.6972625520449,-65.0024383187999
10.5,-64.6972625520449,-65.0024383187999,-65.0024383187999,-65.0024383187999,-65.3076140855548
11,-64.6972625520449,-65.0024383187999,-65.0024383187999,-65.0024383187999,-65.0024383187999
11.5,-64.6972625520449,-65.0024383187999,-64.6972625520449,-65.0024383187999,-65.0024383187999
12,-64.6972625520449,-64.6972625520449,-64.6972625520449,-64.6972625520449,-65.0024383187999
12.5,-64.6972625520449,-65.0024383187999,-65.0024383187999,-64.6972625520449,-65.0024383187999
13,-64.6972625520449,-64.6972625520449,-64.6972625520449,-65.0024383187999,-65.0024383187999
13.5,-64.6972625520449,-65.0024383187999,-64.6972625520449,-65.0024383187999,-65.0024383187999
14,-65.0024383187999,-65.0024383187999,-64.6972625520449,-65.0024383187999,-65.0024383187999
14.5,-65.0024383187999,-65.0024383187999,-64.6972625520449,-64.6972625520449,-65.0024383187999
15,-64.6972625520449,-64.6972625520449,-65.0024383187999,-64.6972625520449,-65.0024383187999
15.5,-65.0024383187999,-64.6972625520449,-64.6972625520449,-65.0024383187999,-65.0024383187999
16,-65.0024383187999,-65.0024383187999,-65.0024383187999,-64.6972625520449,-65.0024383187999
16.5,-65.0024383187999,-65.0024383187999,-64.6972625520449,-65.0024383187999,-65.0024383187999
17,-65.0024383187999,-65.0024383187999,-65.0024383187999,-64.6972625520449,-65.0024383187999
17.5,-65.0024383187999,-65.0024383187999,-65.0024383187999,-65.0024383187999,-65.0024383187999
18,-64.6972625520449,-65.0024383187999,-64.6972625520449,-65.0024383187999,-65.3076140855548
18.5,-65.0024383187999,-65.0024383187999,-64.6972625520449,-65.0024383187999,-65.0024383187999
19,-65.0024383187999,-65.0024383187999,-65.0024383187999,-64.6972625520449,-65.0024383187999
19.5,-65.0024383187999,-65.0024383187999,-65.0024383187999,-65.0024383187999,-65.0024383187999
20,-65.0024383187999,-65.0024383187999,-64.6972625520449,-64.6972625520449,-65.0024383187999
20.5,-65.0024383187999,-65.0024383187999,-64.6972625520449,-64.6972625520449,-65.0024383187999
21,-65.0024383187999,-65.0024383187999,-65.0024383187999,-65.0024383187999,-65.3076140855548
21.5,-65.0024383187999,-65.0024383187999,-65.0024383187999,-65.0024383187999,-65.3076140855548
22,-65.0024383187999,-65.0024383187999,-64.6972625520449,-65.0024383187999,-65.0024383187999
22.5,-65.0024383187999,-65.0024383187999,-64.6972625520449,-64.6972625520449,-65.0024383187999
23,-65.0024383187999,-65.0024383187999,-64.6972625520449,-64.6972625520449,-65.3076140855548
23.5,-65.0024383187999,-65.0024383187999,-65.0024383187999,-65.0024383187999,-65.0024383187999
24,-65.0024383187999,-65.0024383187999,-65.0024383187999,-64.6972625520449,-65.0024383187999
24.5,-65.0024383187999,-65.0024383187999,-65.0024383187999,-65.0024383187999,-65.0024383187999
25,-65.0024383187999,-65.0024383187999,-64.6972625520449,-65.0024383187999,-65.3076140855548
25.5,-65.0024383187999,-65.0024383187999,-65.0024383187999,-65.0024383187999,-65.3076140855548
26,-64.6972625520449,-64.6972625520449,-64.6972625520449,-64.6972625520449,-65.0024383187999
26.5,-64.6972625520449,-65.0024383187999,-65.0024383187999,-65.0024383187999,-65.0024383187999
27,-65.0024383187999,-65.0024383187999,-65.0024383187999,-65.0024383187999,-65.0024383187999
27.5,-65.0024383187999,-65.0024383187999,-65.3076140855548,-64.6972625520449,-65.3076140855548
28,-64.6972625520449,-65.0024383187999,-65.0024383187999,-65.0024383187999,-65.3076140855548
28.5,-64.6972625520449,-65.0024383187999,-65.0024383187999,-65.0024383187999,-65.3076140855548
29,-65.0024383187999,-65.3076140855548,-65.0024383187999,-65.0024383187999,-65.3076140855548
29.5,-65.0024383187999,-65.0024383187999,-65.0024383187999,-65.0024383187999,-65.3076140855548
30,-64.6972625520449,-64.6972625520449,-65.0024383187999,-65.0024383187999,-65.0024383187999
30.5,-64.6972625520449,-64.6972625520449,-64.6972625520449,-65.0024383187999,-65.0024383187999
31,-64.6972625520449,-65.0024383187999,-64.6972625520449,-65.0024383187999,-65.0024383187999
31.5,-64.6972625520449,-65.0024383187999,-64.6972625520449,-64.6972625520449,-65.0024383187999
32,-64.6972625520449,-65.0024383187999,-64.6972625520449,-64.6972625520449,-65.0024383187999
32.5,-64.6972625520449,-64.6972625520449,-64.6972625520449,-64.6972625520449,-65.0024383187999
33,-64.6972625520449,-64.6972625520449,-64.6972625520449,-64.6972625520449,-65.0024383187999
33.5,-65.0024383187999,-65.0024383187999,-64.6972625520449,-64.6972625520449,-65.0024383187999
34,-64.6972625520449,-65.0024383187999,-65.0024383187999,-64.6972625520449,-65.0024383187999
34.5,-64.6972625520449,-65.0024383187999,-64.6972625520449,-65.0024383187999,-65.0024383187999
35,-65.0024383187999,-65.0024383187999,-64.6972625520449,-64.6972625520449,-65.0024383187999
35.5,-65.0024383187999,-65.0024383187999,-65.0024383187999,-64.6972625520449,-65.0024383187999
36,-65.0024383187999,-65.3076140855548,-65.0024383187999,-65.0024383187999,-65.0024383187999
36.5,-65.0024383187999,-65.0024383187999,-65.0024383187999,-64.6972625520449,-65.0024383187999
37,-65.0024383187999,-65.0024383187999,-64.6972625520449,-64.6972625520449,-65.0024383187999
