"Time (ms)","Sweep 18. Voltage (mV)","Sweep 19. Voltage (mV)","Sweep 20. Voltage (mV)","Sweep 21. Voltage (mV)","Sweep 22. Voltage (mV)"
0,-73.8525355546928,-73.2421840211829,-73.8525355546928,-74.1577113214477,-74.1577113214477
0.5,-73.8525355546928,-73.2421840211829,-73.8525355546928,-74.4628870882026,-74.1577113214477
1,-73.8525355546928,-73.2421840211829,-74.1577113214477,-74.1577113214477,-74.1577113214477
1.5,-73.8525355546928,-73.2421840211829,-74.1577113214477,-74.1577113214477,-74.1577113214477
2,-73.8525355546928,-73.2421840211829,-73.8525355546928,-74.1577113214477,-74.1577113214477
2.5,-73.8525355546928,-73.2421840211829,-74.1577113214477,-74.1577113214477,-74.1577113214477
3,-73.8525355546928,-73.2421840211829,-73.8525355546928,-74.1577113214477,-74.1577113214477
3.5,-73.8525355546928,-73.2421840211829,-74.1577113214477,-74.1577113214477,-74.1577113214477
4,-73.8525355546928,-73.2421840211829,-74.1577113214477,-74.1577113214477,-74.1577113214477
4.5,-73.8525355546928,-73.2421840211829,-74.1577113214477,-74.1577113214477,-74.1577113214477
5,-74.1577113214477,-73.2421840211829,-73.8525355546928,-74.1577113214477,-74.1577113214477
5.5,-74.1577113214477,-73.5473597879379,-74.1577113214477,-74.4628870882026,-74.1577113214477
6,-74.1577113214477,-73.2421840211829,-74.1577113214477,-74.4628870882026,-74.4628870882026
6.5,-74.1577113214477,-73.5473597879379,-74.1577113214477,-74.4628870882026,-74.4628870882026
7,-74.1577113214477,-73.5473597879379,-74.1577113214477,-74.4628870882026,-74.4628870882026
7.5,-74.4628870882026,-73.8525355546928,-74.1577113214477,-74.4628870882026,-74.4628870882026
8,-74.4628870882026,-73.8525355546928,-74.1577113214477,-74.7680628549576,-74.4628870882026
8.5,-74.4628870882026,-73.8525355546928,-74.1577113214477,-74.7680628549576,-74.7680628549576
9,-74.4628870882026,-73.8525355546928,-74.4628870882026,-74.7680628549576,-74.4628870882026
9.5,-74.1577113214477,-73.8525355546928,-74.4628870882026,-74.7680628549576,-74.4628870882026
10,-74.4628870882026,-73.8525355546928,-74.4628870882026,-74.7680628549576,-74.7680628549576
10.5,-74.4628870882026,-73.8525355546928,-74.4628870882026,-74.7680628549576,-74.4628870882026
11,-74.4628870882026,-73.8525355546928,-74.4628870882026,-74.4628870882026,-74.4628870882026
11.5,-74.4628870882026,-73.8525355546928,-74.4628870882026,-74.4628870882026,-74.4628870882026
12,-74.4628870882026,-73.8525355546928,-74.4628870882026,-74.4628870882026,-74.4628870882026
12.5,-74.4628870882026,-73.8525355546928,-74.4628870882026,-74.4628870882026,-74.4628870882026
13,-74.4628870882026,-73.8525355546928,-74.4628870882026,-74.4628870882026,-74.4628870882026
13.5,-74.1577113214477,-73.8525355546928,-74.4628870882026,-74.1577113214477,-74.4628870882026
14,-74.1577113214477,-73.8525355546928,-74.4628870882026,-74.1577113214477,-74.4628870882026
14.5,-74.1577113214477,-73.8525355546928,-74.4628870882026,-74.1577113214477,-74.7680628549576
15,-74.1577113214477,-73.8525355546928,-74.4628870882026,-74.1577113214477,-74.7680628549576
15.5,-74.1577113214477,-73.8525355546928,-74.4628870882026,-74.1577113214477,-74.4628870882026
16,-74.1577113214477,-73.8525355546928,-74.1577113214477,-74.1577113214477,-74.4628870882026
16.5,-73.8525355546928,-73.8525355546928,-74.4628870882026,-73.8525355546928,-74.4628870882026
17,-73.8525355546928,-73.8525355546928,-74.4628870882026,-74.1577113214477,-74.4628870882026
17.5,-74.1577113214477,-73.8525355546928,-74.1577113214477,-73.8525355546928,-74.4628870882026
18,-73.8525355546928,-73.5473597879379,-74.1577113214477,-73.8525355546928,-74.4628870882026
18.5,-73.8525355546928,-73.8525355546928,-74.1577113214477,-73.8525355546928,-74.1577113214477
