"Sweep (n)","APD","APD value (ms)","APD value (mV)"
66,"APD 20",0.7,31.9499977683184
66,"APD 50",7.3,-7.34999948660846
66,"APD 90",35.7,-60.4499957776165
67,"APD 20",0.7,31.6999977857807
67,"APD 50",7.3,-7.09999950407075
67,"APD 90",35.7,-60.3499957846014
68,"APD 20",0.7,32.4999977299013
68,"APD 50",7.6,-7.49999947613108
68,"APD 90",35.5,-60.2999957880939
69,"APD 20",0.7,31.6999977857807
69,"APD 50",7.4,-7.44999947962354
69,"APD 90",35.4,-60.2999957880939
70,"APD 20",0.6,33.3499976705295
70,"APD 50",7.2,-7.04999950756321
70,"APD 90",35.6,-60.2999957880939
