"Sweep (n)","Peak x (ms)","Peak y (mV)"
83,20,53.2499962805306
84,20.1,53.4999962630683
85,20.1,53.4499962665608
86,20.1,53.3999962700533
87,20,53.2499962805306
88,20.1,53.5499962595759
89,20,53.4499962665608
90,20,53.4999962630683
91,20.1,52.9999962979929
92,20.1,53.1999962840231
