"Sweep (n)","APD","APD value (ms)","APD value (mV)"
125,"APD 20",45.4,18.8720694161248
125,"APD 50",62.6,-16.7602531101807
125,"APD 90",106.8,-63.4857147580279
126,"APD 20",48.2,19.3115225202519
126,"APD 50",66.2,-15.5303947701583
126,"APD 90",106.8,-62.4389618780584
127,"APD 20",44.6,19.1162100295287
127,"APD 50",62.6,-16.2414543066973
127,"APD 90",104.8,-63.4490936660173
128,"APD 20",44.6,19.4427480999565
128,"APD 50",63.6,-15.6829826535358
128,"APD 90",103.8,-62.2680634486757
129,"APD 20",46.2,18.9239492964731
129,"APD 50",63.8,-16.5985099538006
129,"APD 90",107,-63.558956942049
