"Sweep (n)","APD","APD value (ms)","APD value (mV)"
153,"APD 20",37,24.1363513926473
153,"APD 50",57.2,-12.5305169829574
153,"APD 90",106.2,-61.5844697311447
154,"APD 20",36.8,24.334715641038
154,"APD 50",55.8,-12.4938958909468
154,"APD 90",105.4,-61.1907929920308
155,"APD 20",38,24.1424549079824
155,"APD 50",57.8,-12.322997461564
155,"APD 90",107.2,-60.9344453479566
156,"APD 20",35.4,24.206541819001
156,"APD 50",55,-12.2680658235481
156,"APD 90",107.8,-60.9832734706374
157,"APD 20",37.8,24.1058338159718
157,"APD 50",57.6,-12.22839297387
157,"APD 90",105.8,-60.5346650935077
