"Sweep (n)","APD","APD value (ms)","APD value (mV)"
3,"APD 20",48.2,29.379271065497
3,"APD 50",76.4,-7.79113732525333
3,"APD 90",170.6,-56.8511935887757
4,"APD 20",39,28.0151353881025
4,"APD 50",63.8,-5.22460912684438
4,"APD 90",103.8,-49.7100806467104
5,"APD 20",42,28.6010728602719
5,"APD 50",70.6,-7.26013149109976
5,"APD 90",179.8,-54.7271702521614
6,"APD 20",33.6,26.2481676985914
6,"APD 50",55,-5.09948706247486
6,"APD 90",85.4,-46.3928200620843
7,"APD 20",42.2,28.7353501976441
7,"APD 50",71.4,-7.96203575463609
7,"APD 90",189.4,-53.2379125103974
