"Sweep (n)","APD","APD value (ms)","APD value (mV)"
14,"APD 20",25.8,15.6188957425173
14,"APD 50",38.4,-19.4946279803049
14,"APD 90",58,-66.9525114683639
15,"APD 20",26,15.3350822794352
15,"APD 50",38.8,-19.6197500446744
15,"APD 90",58,-66.3909880575348
16,"APD 20",26,15.2313225187385
16,"APD 50",38.8,-19.967650418775
16,"APD 90",57.6,-66.7816130389811
17,"APD 20",26.4,15.6249992578524
17,"APD 50",39.2,-19.0856924528533
17,"APD 90",58.2,-65.1763885058502
18,"APD 20",25.8,15.5914299235093
18,"APD 50",38.6,-19.4488516152916
18,"APD 90",58,-65.814205858368
