"Sweep (n)","APD","APD value (ms)","APD value (mV)"
168,"APD 20",2.2,5.549999612337
168,"APD 50",6.4,-24.2499983061571
168,"APD 90",22.8,-63.9499955331443
169,"APD 20",2.1,6.0499995774124
169,"APD 50",6.2,-23.8999983306044
169,"APD 90",22.8,-63.9999955296519
170,"APD 20",2.2,5.7999995948747
170,"APD 50",6.4,-24.4999982886949
170,"APD 90",22.5,-63.8499955401292
171,"APD 20",2.2,5.49999961582946
171,"APD 50",6.3,-24.1499983131421
171,"APD 90",22.3,-63.9499955331443
172,"APD 20",2.2,4.99999965075405
172,"APD 50",6.4,-24.7999982677401
172,"APD 90",22.3,-63.9499955331443
