"Sweep (n)","APD","APD value (ms)","APD value (mV)"
73,"APD 20",2,37.4499973841478
73,"APD 50",23.8,-1.29999990919605
73,"APD 90",51,-53.2499962805306
74,"APD 20",1.9,37.649997370178
74,"APD 50",23.6,-1.24999991268851
74,"APD 90",50.8,-53.2499962805306
75,"APD 20",1.9,38.0499973422383
75,"APD 50",23.6,-1.19999991618097
75,"APD 90",50.7,-53.1999962840231
76,"APD 20",2,37.3999973876403
76,"APD 50",23.6,-1.29999990919605
76,"APD 90",51,-53.1999962840231
77,"APD 20",1.9,37.8999973527157
77,"APD 50",23.8,-1.34999990570359
77,"APD 90",51.2,-53.099996291008
78,"APD 20",2,37.5499973771629
78,"APD 50",23.9,-1.24999991268851
78,"APD 90",50.9,-53.1499962875156
79,"APD 20",1.9,37.6999973666855
79,"APD 50",23.7,-1.24999991268851
79,"APD 90",51.4,-53.099996291008
80,"APD 20",2,37.4999973806554
80,"APD 50",23.9,-1.14999991967343
80,"APD 90",51.7,-53.099996291008
81,"APD 20",2,37.5499973771629
81,"APD 50",24.1,-1.29999990919605
81,"APD 90",51.6,-53.099996291008
82,"APD 20",2,37.4999973806554
82,"APD 50",23.4,-1.24999991268851
82,"APD 90",51.4,-53.1499962875156
