"Sweep (n)","APD","APD value (ms)","APD value (mV)"
839,"APD 20",1.1,25.0999982467853
839,"APD 50",9.3,-12.1499991513323
839,"APD 90",34.2,-61.9499956728427
840,"APD 20",1.1,25.1499982432929
840,"APD 50",9.2,-11.9999991618097
840,"APD 90",34.3,-61.8999956763352
841,"APD 20",1.1,25.1999982398004
841,"APD 50",9.2,-12.0999991548248
841,"APD 90",34.1,-61.8499956798276
842,"APD 20",1.1,25.1999982398004
842,"APD 50",9.1,-11.9999991618097
842,"APD 90",34.2,-61.8999956763352
843,"APD 20",1.1,25.4499982223381
843,"APD 50",9.3,-12.0999991548248
843,"APD 90",33.9,-61.9499956728427
844,"APD 20",1.1,25.5499982153532
844,"APD 50",9.1,-11.8999991687946
844,"APD 90",34.1,-61.8499956798276
845,"APD 20",1.1,25.249998236308
845,"APD 50",9.2,-12.1999991478399
845,"APD 90",34,-61.8999956763352
846,"APD 20",1.2,24.7999982677401
846,"APD 50",9.2,-12.39999913387
846,"APD 90",34.1,-61.8999956763352
847,"APD 20",1.1,25.0999982467853
847,"APD 50",9.2,-12.39999913387
847,"APD 90",34.2,-61.8499956798276
848,"APD 20",1.1,25.2999982328155
848,"APD 50",9.3,-12.299999140855
848,"APD 90",34.2,-61.7999956833201
