"Sweep (n)","APD","APD value (ms)","APD value (mV)"
732,"APD 20",0.199999999999999,-47.4499966856559
732,"APD 50",0.399999999999999,-57.5499959801791
732,"APD 90",13.7,-71.7999949848282
733,"APD 20",0.199999999999999,-47.6499966716861
733,"APD 50",0.399999999999999,-57.5999959766867
733,"APD 90",13.7,-71.9499949743508
734,"APD 20",0.199999999999999,-47.7999966612087
734,"APD 50",0.399999999999999,-57.8999959557319
734,"APD 90",13.3,-71.9499949743508
735,"APD 20",0.199999999999999,-47.4999966821635
735,"APD 50",0.399999999999999,-57.6999959697017
735,"APD 90",13.5,-71.8499949813357
736,"APD 20",0.199999999999999,-47.3999966891484
736,"APD 50",0.399999999999999,-57.4999959836716
736,"APD 90",13.7,-71.6999949918131
737,"APD 20",0.199999999999999,-47.0999967101032
737,"APD 50",0.399999999999999,-57.1499960081188
737,"APD 90",13.8,-71.4499950092754
738,"APD 20",0.199999999999999,-46.9999967170881
738,"APD 50",0.399999999999999,-56.9999960185962
738,"APD 90",14,-71.1999950267377
739,"APD 20",0.199999999999999,-46.5499967485202
739,"APD 50",0.399999999999999,-56.5999960465359
739,"APD 90",14.3,-70.8499950511849
740,"APD 20",0.199999999999999,-46.1999967729674
740,"APD 50",0.399999999999999,-56.2499960709831
740,"APD 90",14.4,-70.5499950721397
741,"APD 20",0.199999999999999,-45.6499968113845
741,"APD 50",0.399999999999999,-55.7999961024152
741,"APD 90",14.9,-70.1999950965869
