"Sweep (n)","APD","APD value (ms)","APD value (mV)"
685,"APD 20",1.4,32.099997757841
685,"APD 50",13.3,-8.24999942374418
685,"APD 90",39.7,-61.7499956868125
686,"APD 20",1.4,31.9999977648259
686,"APD 50",13.2,-8.04999943771402
686,"APD 90",39.8,-61.7499956868125
687,"APD 20",1.4,31.6499977892731
687,"APD 50",13.3,-8.24999942374418
687,"APD 90",39.8,-61.7999956833201
688,"APD 20",1.4,31.8499977753033
688,"APD 50",12.8,-7.99999944120648
688,"APD 90",39.5,-61.5999956972899
689,"APD 20",1.4,31.9499977683184
689,"APD 50",12.9,-8.04999943771402
689,"APD 90",39.3,-61.6499956937975
690,"APD 20",1.4,32.099997757841
690,"APD 50",13.2,-8.1499994307291
690,"APD 90",39.5,-61.6499956937975
691,"APD 20",1.4,32.1999977508561
691,"APD 50",13.2,-8.1499994307291
691,"APD 90",39.7,-61.7499956868125
692,"APD 20",1.4,31.7999977787958
692,"APD 50",13.2,-8.1499994307291
692,"APD 90",39.9,-61.7999956833201
693,"APD 20",1.4,31.8499977753033
693,"APD 50",13.2,-7.99999944120648
693,"APD 90",39.7,-61.7499956868125
694,"APD 20",1.4,31.8999977718108
694,"APD 50",13.3,-8.04999943771402
694,"APD 90",39.8,-61.699995690305
