"Sweep (n)","APD","APD value (ms)","APD value (mV)"
187,"APD 20",1.4,16.5999988405034
187,"APD 50",8.3,-17.849998753192
187,"APD 90",25.7,-63.8999955366368
188,"APD 20",1.4,16.3499988579657
188,"APD 50",8.4,-18.2499987252523
188,"APD 90",25.7,-63.8499955401292
189,"APD 20",1.4,16.5999988405034
189,"APD 50",8.4,-17.7499987601769
189,"APD 90",25.8,-63.8999955366368
190,"APD 20",1.4,16.6999988335185
190,"APD 50",8.3,-18.0499987392221
190,"APD 90",25.5,-63.8499955401292
191,"APD 20",1.4,16.9499988160562
191,"APD 50",8.3,-17.7499987601769
191,"APD 90",25.4,-63.9499955331443
192,"APD 20",1.4,16.6999988335185
192,"APD 50",8.3,-17.7999987566844
192,"APD 90",25.5,-63.8999955366368
193,"APD 20",1.6,15.9499988859054
193,"APD 50",8.7,-18.0999987357297
193,"APD 90",25.7,-63.8499955401292
194,"APD 20",1.5,16.5999988405034
194,"APD 50",8.5,-18.0499987392221
194,"APD 90",25.9,-63.8999955366368
195,"APD 20",1.5,16.2999988614582
195,"APD 50",8.4,-18.0499987392221
195,"APD 90",25.6,-63.7499955471142
196,"APD 20",1.5,16.2999988614582
196,"APD 50",8.5,-18.0999987357297
196,"APD 90",25.7,-63.8999955366368
