"Sweep (n)","APD","APD value (ms)","APD value (mV)"
66,"APD 20",0.700000000000001,34.7499975727407
66,"APD 50",11.9,-6.49999954598027
66,"APD 90",41.3,-62.899995606486
67,"APD 20",0.700000000000001,36.2499974679669
67,"APD 50",12.4,-6.64999953550289
67,"APD 90",41.5,-62.8499956099784
68,"APD 20",0.699999999999999,35.4999975203538
68,"APD 50",12.2,-6.19999956693502
68,"APD 90",41.7,-62.7999956134709
69,"APD 20",0.6,37.6999973666855
69,"APD 50",12.3,-5.89999958788978
69,"APD 90",41.7,-62.6999956204558
70,"APD 20",0.6,38.1999973317609
70,"APD 50",12,-5.94999958439732
70,"APD 90",40.9,-62.7999956134709
71,"APD 20",0.6,38.0499973422383
71,"APD 50",11.7,-5.64999960535208
71,"APD 90",40.8,-62.7999956134709
72,"APD 20",0.6,38.4499973142987
72,"APD 50",12.2,-5.64999960535208
72,"APD 90",42.4,-62.7999956134709
73,"APD 20",0.6,36.3999974574895
73,"APD 50",12,-5.74999959836716
73,"APD 90",41.6,-62.6999956204558
74,"APD 20",0.6,38.5999973038213
74,"APD 50",12,-5.59999960884454
74,"APD 90",41.7,-62.6999956204558
75,"APD 20",0.6,36.4999974505046
75,"APD 50",11.8,-5.49999961582946
75,"APD 90",41.3,-62.6999956204558
