File Name,Ediast (mV),Peak (mV),APA (mV),dV/dt max y (V/s),Negative dV/dt max y (V/s),SD1,APD 20 (ms),APD 50 (ms),APD 90 (ms),Folder,Condition 1,Condition 2,Condition 3,Condition 4
18711037,-71.48,,150.59,235.2,,,,2.04,18.8,RN_CTR_2744_2Hz,RN,CTR,2744,2Hz
18711041,-73.9465,,126.9065,328.3,,0.207262691,,5.3,25.68,RN_CTR_2744_2Hz,RN,CTR,2744,2Hz
18711045,-69.3968,,127.78,357.507233,,0.326240805,,9.59056,31.8018,RN_CTR_2744_2Hz,RN,CTR,2744,2Hz
18711049,-70.1252,,128.625,361.502,,0.246948904,,3.62362,25.0704,RN_CTR_2744_2Hz,RN,CTR,2744,2Hz
18711053,-73.9555,,134.9855,329.8,,0.163633781,,3.84,21.94,RN_CTR_2744_2Hz,RN,CTR,2744,2Hz
18711057,-73.2808,,126.123,318.084635,,0.284423753,,6.82904,29.9016,RN_CTR_2744_2Hz,RN,CTR,2744,2Hz
18711070,-72.18,,127.44,362.9,,0.247040483,,5.08,24.74,RN_CTR_2744_2Hz,RN,CTR,2744,2Hz
18712048,-72.445,,122.785,315.300604,,0.210151129,,5.92897,21.9791,RN_CTR_2744_2Hz,RN,CTR,2744,2Hz
18712052,-76.0525,,129.4025,339.3,,0.238130659,,6.28,22.48,RN_CTR_2744_2Hz,RN,CTR,2744,2Hz
18712056,-74.1268,,131.267,364.299982,,0.29987096,,12.1137,30.6905,RN_CTR_2744_2Hz,RN,CTR,2744,2Hz
18712060,-71.5059,,127.431,356.416997,,0.395508354,,14.4965,42.94710922,RN_CTR_2744_2Hz,RN,CTR,2744,2Hz
18712065,-75.0856,,137.736,351.101318,,0.53207636,,12.9302,35.1483,RN_CTR_2744_2Hz,RN,CTR,2744,2Hz
18712069,-72.4685,,125.8485,305,,0.095592014,,3.88,17.06,RN_CTR_2744_2Hz,RN,CTR,2744,2Hz
18713032,-80.3924,,135,347,,0.33507764,,9.65777,35,RN_CTR_2744_2Hz,RN,CTR,2744,2Hz
18713037,-75.403,,132.773,351.9,,0.364710385,,6.88,31.38,RN_CTR_2744_2Hz,RN,CTR,2744,2Hz
18713043,-73.361,,125.021,289,,,,11.08,50.78,RN_CTR_2744_2Hz,RN,CTR,2744,2Hz
18716028,-82.219,,150.789,317.3,,0.889920042,,7.4,44.28,RN_CTR_2744_2Hz,RN,CTR,2744,2Hz
18716032,-82.3,,147.2,339.9,,0.664749906,,2.38,16.44,RN_CTR_2744_2Hz,RN,CTR,2744,2Hz
18716036,-82.683,,144.673,362.7,,,,9.66,35.4,RN_CTR_2744_2Hz,RN,CTR,2744,2Hz
18716040,-81.3895,,135.4395,377.5,,0.351885129,,11.12,37.66,RN_CTR_2744_2Hz,RN,CTR,2744,2Hz
18716045,-83.691,,131.751,401.7,,0.64894696,,8.38,34.36,RN_CTR_2744_2Hz,RN,CTR,2744,2Hz
18716050,-83.0228,,146.05617,326.668518,,0.507302132,,9.95995,36.471,RN_CTR_2744_2Hz,RN,CTR,2744,2Hz
18716054,-78.6167,,148.50833,312.503998,,0.268649447,,13.333,64.289,RN_CTR_2744_2Hz,RN,CTR,2744,2Hz
18711038,-72.159,,148.799,250.5,,0.185196117,,2.66,20.92,RN_CTR_2744_4Hz,RN,CTR,2744,4Hz
18711042,-73.318,,126.578,324.8,,0.186518242,,5.92,27.66,RN_CTR_2744_4Hz,RN,CTR,2744,4Hz
18711046,-70.1045,,128.955,345.25,,0.316080145,,9.7231,33.0754,RN_CTR_2744_4Hz,RN,CTR,2744,4Hz
18711050,-70.7667,,138.7466583,281.69999,,0.190536017,,3.12311,21.5825,RN_CTR_2744_4Hz,RN,CTR,2744,4Hz
18711054,-65.3471,,122.877,218.5,,0.360213174,,3.23865,29.9981,RN_CTR_2744_4Hz,RN,CTR,2744,4Hz
18711058,-72.2518,,120.8517532,311.10028,,0.230028305,,7.96869,31.7969,RN_CTR_2744_4Hz,RN,CTR,2744,4Hz
18711071,-71.968,,129.298,337.3,,0.25356173,,5.3,26.78,RN_CTR_2744_4Hz,RN,CTR,2744,4Hz
18712049,-72.2825,,121.9025,328.1,,0.154057017,,5.98,21.32,RN_CTR_2744_4Hz,RN,CTR,2744,4Hz
18712053,-76.5173,,133.3473206,336.3003,,0.192416211,,6.59287,23.40124,RN_CTR_2744_4Hz,RN,CTR,2744,4Hz
18712057,-73.685,,131.335,368.9,,,,13.2,31.82,RN_CTR_2744_4Hz,RN,CTR,2744,4Hz
18712061,-72.386,,122.696,343.99995,,0.39517657,,15.2421,41.679,RN_CTR_2744_4Hz,RN,CTR,2744,4Hz
18712066,-75.7972,,134.497,343.70134,,0.307535856,,12.7047,37.0672,RN_CTR_2744_4Hz,RN,CTR,2744,4Hz
18712072,-75.3814,,127.7707596,305.80173,,0.110033146,,3.96519,15.79758,RN_CTR_2744_4Hz,RN,CTR,2744,4Hz
18713033,-80.8918,,141.772,310.4,,0.3379346,,8.35362,37.5279,RN_CTR_2744_4Hz,RN,CTR,2744,4Hz
18713038,-76.58,,132.9499969,328.00065,,0.273175835,,7.23644,31.55,RN_CTR_2744_4Hz,RN,CTR,2744,4Hz
18713044,-73.222,,130.2420044,277.50024,,0.548506678,,9.845,48.81299,RN_CTR_2744_4Hz,RN,CTR,2744,4Hz
18716029,-85.98,,149.0414276,306.29882,,0.51104075,,6.97599,44.1339,RN_CTR_2744_4Hz,RN,CTR,2744,4Hz
18716033,-83.0485,,146.9485,338,,,,2.52,16.22,RN_CTR_2744_4Hz,RN,CTR,2744,4Hz
18716037,-85.3208,,139.401,381.7,,0.423307577,,10.9873,38.6887,RN_CTR_2744_4Hz,RN,CTR,2744,4Hz
18716042,-78.335,,144.3905487,256.29901,,0.51353125,,8.91959,33.62711,RN_CTR_2744_4Hz,RN,CTR,2744,4Hz
18716046,-82.28,,127.9599991,366.80033,,0.41287878,,8.05283,31.4457,RN_CTR_2744_4Hz,RN,CTR,2744,4Hz
18716051,-84.9383,,140.669,359.29894,,0.322742559,,10.5872,38.2863,RN_CTR_2744_4Hz,RN,CTR,2744,4Hz
18716055,-80.5042,,148.184,342.10031,,,,15.8451,75.4461,RN_CTR_2744_4Hz,RN,CTR,2744,4Hz
18711043,-69.959,,118.059,273.5,,0.201758007,,6.2,30.76,RN_CTR_2744_7.1Hz,RN,CTR,2744,7.1Hz
18711047,-71.065,,131.4049988,289.70026,,0.208425305,,9.06011,32.3188438,RN_CTR_2744_7.1Hz,RN,CTR,2744,7.1Hz
18711051,-70.489,,139.259,279.7,,0.141553291,,3.08,21.46,RN_CTR_2744_7.1Hz,RN,CTR,2744,7.1Hz
18711055,-65.179,,121.329,212.7,,,,3.36,27.28,RN_CTR_2744_7.1Hz,RN,CTR,2744,7.1Hz
18711059,-73.4067,,122.6766586,330.3003,,0.209297047,,7.69821,30.105999,RN_CTR_2744_7.1Hz,RN,CTR,2744,7.1Hz
18711072,-73.051,,131.871,340.9,,,,5.4,23.72,RN_CTR_2744_7.1Hz,RN,CTR,2744,7.1Hz
18712050,-71.914,,121.484,289.1,,0.175117983,,4.5,19.78,RN_CTR_2744_7.1Hz,RN,CTR,2744,7.1Hz
18712054,-76.7867,,133.5966644,312.49938,,0.191701695,,6.5045,23.9128532,RN_CTR_2744_7.1Hz,RN,CTR,2744,7.1Hz
18712063,-72.6815,,136.8615,292.6,,,,14.36,41.64,RN_CTR_2744_7.1Hz,RN,CTR,2744,7.1Hz
18712067,-74.8335,,134.0835,335.2,,0.234893875,,14.62,37.46,RN_CTR_2744_7.1Hz,RN,CTR,2744,7.1Hz
18712073,-74.726,,128.166,287,,,,3.66,15.3,RN_CTR_2744_7.1Hz,RN,CTR,2744,7.1Hz
18713034,-80.4775,,139.8275,300.1,,,,9.56,40.56,RN_CTR_2744_7.1Hz,RN,CTR,2744,7.1Hz
18713039,-77.7645,,132.0745392,340.69996,,0.273026065,,7.64026,34.5100517,RN_CTR_2744_7.1Hz,RN,CTR,2744,7.1Hz
18713045,-72.5145,,122.5945,250.3,,,,12.04,46.26,RN_CTR_2744_7.1Hz,RN,CTR,2744,7.1Hz
18716030,-83.0185,,144.6385,311.8,,0.426008028,,6.98,48.84,RN_CTR_2744_7.1Hz,RN,CTR,2744,7.1Hz
18716034,-84.639,,144.3799896,293.70027,,0.202094503,,2.73832,22.4479961,RN_CTR_2744_7.1Hz,RN,CTR,2744,7.1Hz
18716043,-86.988,,145.018,262.9,,,,10.8,34.72,RN_CTR_2744_7.1Hz,RN,CTR,2744,7.1Hz
18716047,-75.77,,113.7166595,245.20022,,0.458558176,,8.08741,41.3124924,RN_CTR_2744_7.1Hz,RN,CTR,2744,7.1Hz
18716052,-85.42,,136.43,362.9,,0.235382014,,11.0585,41.2308,RN_CTR_2744_7.1Hz,RN,CTR,2744,7.1Hz
18716056,-71.675,,131.445,250,,0.483497178,,21.8089,99.9006,RN_CTR_2744_7.1Hz,RN,CTR,2744,7.1Hz
18703040,-74.5569,,122.837,312.3988,,0.66496524,,12.8365,43.0813,RN_STZ_2744_1Hz,RN,STZ,2744,1Hz
18703044,-74.3942,,131.169,370.999,,1.024028111,,22.7888,47.1812,RN_STZ_2744_1Hz,RN,STZ,2744,1Hz
18703048,-70.046,,129.746,387.498,,0.862514426,,10.0495,39.7081,RN_STZ_2744_1Hz,RN,STZ,2744,1Hz
18703055,-69.1952,,124.465,331.7013,,0.824210413,,15.3688,49.0322,RN_STZ_2744_1Hz,RN,STZ,2744,1Hz
18703058,-75.2606,,130.591,362.5986,,0.27846487,,9.05506,25.8608,RN_STZ_2744_1Hz,RN,STZ,2744,1Hz
18703063,-74.0135,,132.743,379.7015,,0.384747149,,20.8182,37.8723,RN_STZ_2744_1Hz,RN,STZ,2744,1Hz
18704026,-68.0873,,125.537,282.356,,0.900368409,,27.14,63.5478,RN_STZ_2744_1Hz,RN,STZ,2744,1Hz
18704032,-74.4397,,126.94,330.1,,0.630328297,,19.0586,42.7087,RN_STZ_2744_1Hz,RN,STZ,2744,1Hz
18704038,-73.8117,,130.162,367.299,,0.444156563,,16.1464,34.7422,RN_STZ_2744_1Hz,RN,STZ,2744,1Hz
18704042,-73.0227,,154.213,289.199,,0.919719283,,19.7532,48.8564,RN_STZ_2744_1Hz,RN,STZ,2744,1Hz
18704046,-74.3214,,131.341,353.1027,,0.261217966,,3.44905,18.3263,RN_STZ_2744_1Hz,RN,STZ,2744,1Hz
18704051,-73.0072,,142.077,286.401,,0.543340421,,12.1029,35.0945,RN_STZ_2744_1Hz,RN,STZ,2744,1Hz
18704055,-73.41,,129.48,353.299,,0.882010351,,17.8308,45.9871,RN_STZ_2744_1Hz,RN,STZ,2744,1Hz
18704059,-76.6198,,125.37,317.999,,0.85447644,,,,RN_STZ_2744_1Hz,RN,STZ,2744,1Hz
18710036,-74.9359,,122.226,306.099,,0.443546255,,6.48383,27.5555,RN_STZ_2744_1Hz,RN,STZ,2744,1Hz
18710041,-71.477,,124.147,348.199,,0.843912906,,9.71445,37.3186,RN_STZ_2744_1Hz,RN,STZ,2744,1Hz
18710049,-74.4931,,120.753,354,,0.543956907,,10.1989,34.875,RN_STZ_2744_1Hz,RN,STZ,2744,1Hz
18703041,-74.2841,,122.314,300.3011,,0.330479264,,12.4658,40.3376,RN_STZ_2744_2Hz,RN,STZ,2744,2Hz
18703045,-72.6592,,131.919,340.399,,1.198185116,,25.9725,55.9796,RN_STZ_2744_2Hz,RN,STZ,2744,2Hz
18703049,-69.1193,,127.789,361.6,,0.877852517,,11.8135,48.0388,RN_STZ_2744_2Hz,RN,STZ,2744,2Hz
18703056,-65.4212,,122.691,299.999,,0.983059936,,14.6405,47.4621,RN_STZ_2744_2Hz,RN,STZ,2744,2Hz
18703059,-74.2961,,130.85611,359.9,,0.372006663,,9.31144,26.6362,RN_STZ_2744_2Hz,RN,STZ,2744,2Hz
18703064,-73.2989,,131.95892,367.001,,,,27.8563,49.5174,RN_STZ_2744_2Hz,RN,STZ,2744,2Hz
18704027,-67.4367,,125.737,254.401,,0.964393305,,34.7931,79.6912,RN_STZ_2744_2Hz,RN,STZ,2744,2Hz
18704033,-74.4173,,126.387,333.4,,0.290736326,,23.7244,47.9866,RN_STZ_2744_2Hz,RN,STZ,2744,2Hz
18704039,-73.5241,,128.064,382.199,,0.414569915,,17.5794,36.1262,RN_STZ_2744_2Hz,RN,STZ,2744,2Hz
18704043,-72,,139.105,286.399,,0.691415539,,16.9697,43.8545,RN_STZ_2744_2Hz,RN,STZ,2744,2Hz
18704047,-73.6168,,136.657,329.602,,0.143823294,,3.60104,20.9395,RN_STZ_2744_2Hz,RN,STZ,2744,2Hz
18704052,-73.3865,,141.067,280.901,,0.254427229,,13.119,37.9599,RN_STZ_2744_2Hz,RN,STZ,2744,2Hz
18704056,-73.1906,,128.761,334.202,,0.764004326,,21.5521,53.7175,RN_STZ_2744_2Hz,RN,STZ,2744,2Hz
18704060,-75.1532,,120.413,290,,,,41.0759,80.2021,RN_STZ_2744_2Hz,RN,STZ,2744,2Hz
18710037,-75.8829,,120.953,300.5,,,,7.05376,23.59813,RN_STZ_2744_2Hz,RN,STZ,2744,2Hz
18710042,-70.4855,,122.795494,353.799,,0.613070081,,11.1492,39.38,RN_STZ_2744_2Hz,RN,STZ,2744,2Hz
18710046,,,,,,0.334815279,,,,RN_STZ_2744_2Hz,RN,STZ,2744,2Hz
18710050,-74.3636,,124.444,349.5,,0.672664294,,10.8256,37.2128,RN_STZ_2744_2Hz,RN,STZ,2744,2Hz
18703042,-72.2252,,114.225174,252.6002,,0.544203794,,13.938,46.0115,RN_STZ_2744_4Hz,RN,STZ,2744,4Hz
18703046,-71.43,,130.85,316.199,,0.721933018,,21.8525,50.1026,RN_STZ_2744_4Hz,RN,STZ,2744,4Hz
18703053,-68.08,,138.27,324,,0.487703875,,8.50366,36.4307,RN_STZ_2744_4Hz,RN,STZ,2744,4Hz
18703057,-58.111,,95.881,122.6001,,0.585889909,,13.321,42.8026,RN_STZ_2744_4Hz,RN,STZ,2744,4Hz
18703060,-73.6619,,130.472,352.9003,,0.410320418,,9.62584,29.7288,RN_STZ_2744_4Hz,RN,STZ,2744,4Hz
18704028,-67.8395,,135.81,204.1004,,0.799171549,,30.7098,78.4078,RN_STZ_2744_4Hz,RN,STZ,2744,4Hz
18704034,-73.6635,,124.454,321.2999,,0.480191914,,26.4377,48.593,RN_STZ_2744_4Hz,RN,STZ,2744,4Hz
18704040,-72.4771,,127.067,354.5986,,0.4094367,,17.7805,36.5002,RN_STZ_2744_4Hz,RN,STZ,2744,4Hz
18704044,-74.7731,,150.353,270.4,,0.855118768,,22.7757,59.8056,RN_STZ_2744_4Hz,RN,STZ,2744,4Hz
18704048,-74.36,,136.18,310.3003,,0.252384142,,3.94143,22.5484,RN_STZ_2744_4Hz,RN,STZ,2744,4Hz
18704053,-74.8827,,138.714,309.4997,,0.504111775,,13.7428,39.2617,RN_STZ_2744_4Hz,RN,STZ,2744,4Hz
18704057,-73.3921,,126.882,339.5997,,0.504358761,,20.5352,47.5758,RN_STZ_2744_4Hz,RN,STZ,2744,4Hz
18710039,-76.4608,,119.581,296.2003,,0.300953082,,7.73967,23.1876,RN_STZ_2744_4Hz,RN,STZ,2744,4Hz
18710043,-68.57,,118.67,323.7003,,0.584292581,,9.84219,36.9644,RN_STZ_2744_4Hz,RN,STZ,2744,4Hz
18710047,,,,,,0.359107814,,,,RN_STZ_2744_4Hz,RN,STZ,2744,4Hz
18710051,-73.1863,,121.047,275.7995,,0.490862609,,9.79329,36.9554,RN_STZ_2744_4Hz,RN,STZ,2744,4Hz
18703043,-74.354,,124.554,267.19999,,0.26657162,,9.21629,34.5488,RN_STZ_2744_7.1Hz,RN,STZ,2744,7.1Hz
18703047,-72.005,,128.805,280.916,,0.435141401,,13.8726,42.2329,RN_STZ_2744_7.1Hz,RN,STZ,2744,7.1Hz
18703054,-68.3678,,134.258,298.4,,0.304290055,,8.26722,35.4888,RN_STZ_2744_7.1Hz,RN,STZ,2744,7.1Hz
18703061,-73.8438,,129.734,318.00027,,0.353243127,,9.24636,30.7836,RN_STZ_2744_7.1Hz,RN,STZ,2744,7.1Hz
18704029,-66.3722,,,165.9,,,,31.2551,76.265,RN_STZ_2744_7.1Hz,RN,STZ,2744,7.1Hz
18704035,-72.756,,116.796,258.8,,0.360211391,,18.0215,39.5689,RN_STZ_2744_7.1Hz,RN,STZ,2744,7.1Hz
18704041,-67.33,,118.82,301.1,,,,18.3552,44.6224,RN_STZ_2744_7.1Hz,RN,STZ,2744,7.1Hz
18704045,-75.2937,,152.457,252.599,,0.627716811,,22.5214,64.601,RN_STZ_2744_7.1Hz,RN,STZ,2744,7.1Hz
18704049,-74.27,,131.13,273.8,,0.226153697,,4.055,22.115,RN_STZ_2744_7.1Hz,RN,STZ,2744,7.1Hz
18704054,-75.45,,133.8,291.9,,0.319090572,,13.1944,39.2933,RN_STZ_2744_7.1Hz,RN,STZ,2744,7.1Hz
18704058,-74.4967,,125.636,316.5,,0.408870849,,19.6633,46.284,RN_STZ_2744_7.1Hz,RN,STZ,2744,7.1Hz
18710040,-75.7617,,116.314,269.4,,0.264950189,,8.47577,25.5452,RN_STZ_2744_7.1Hz,RN,STZ,2744,7.1Hz
18710044,-67.6833,,114.553,277.699,,0.390436114,,8.16852,33.48,RN_STZ_2744_7.1Hz,RN,STZ,2744,7.1Hz
18710048,,,,,,0.334431695,,,,RN_STZ_2744_7.1Hz,RN,STZ,2744,7.1Hz
18710052,-72.5289,,117.649,286.101,,0.427881433,,10.8044,37.4025,RN_STZ_2744_7.1Hz,RN,STZ,2744,7.1Hz
