"Sweep (n)","APD","APD value (ms)","APD value (mV)"
58,"APD 20",1.2,28.8999979813584
58,"APD 50",6.3,-10.2499992840458
58,"APD 90",27.5,-61.7999956833201
59,"APD 20",1.2,29.0999979673886
59,"APD 50",6.2,-10.3499992770609
59,"APD 90",27.5,-61.7499956868125
60,"APD 20",1.2,28.8999979813584
60,"APD 50",6.2,-9.9999993015081
60,"APD 90",27.5,-61.7499956868125
61,"APD 20",1.1,28.9999979743735
61,"APD 50",6.1,-10.2499992840458
61,"APD 90",27.2,-61.8499956798276
62,"APD 20",1.2,29.049997970881
62,"APD 50",6.3,-10.4999992665835
62,"APD 90",27.4,-61.8499956798276
63,"APD 20",1.2,28.949997977866
63,"APD 50",6.3,-10.2499992840458
63,"APD 90",27.5,-61.7499956868125
64,"APD 20",1.2,28.0499980407302
64,"APD 50",6.2,-10.1499992910307
64,"APD 90",27.6,-61.8999956763352
65,"APD 20",1.2,28.0999980372378
65,"APD 50",6.2,-10.1499992910307
65,"APD 90",27.3,-61.9499956728427
66,"APD 20",1.2,28.0999980372378
66,"APD 50",6.1,-9.69999932246286
66,"APD 90",27.2,-61.8999956763352
67,"APD 20",1.2,29.0999979673886
67,"APD 50",6.2,-10.2999992805533
67,"APD 90",27.4,-61.7499956868125
