"File Name","Ediast (mV)","Peak (mV)","APA (mV)","dV/dt max y (V/s)","Negative dV/dt max y (V/s)","STV","APD 20 (ms)","APD 50 (ms)","APD 90 (ms)"
"18711036",-71.4784950072847,76.6799946439641,148.158489651249,246.799982761223,-98.3999931268418,0.174419672692681,0.460000000000001,1.72,18.2
"18711040",-72.8084949143853,52.8999963049779,125.708491219363,311.193728263371,-28.0999980372378,0.195632876128278,1.08,5.22,26.84
"18711044",-71.2224950251661,57.2499960011339,128.4724910263,372.699973967204,-25.3999982258311,0.195632876128278,1.58,9.18,32.68
"18711048",-68.96099518313,57.5399959808776,126.500991164008,329.899976956748,-38.0999973387456,0.188561808316414,0.74,3.44,26.22
"18711052",-74.4294948011597,58.9999958788978,133.429490680058,355.399975175603,-57.199996004626,0.162634559672906,0.58,3.72,22.18
"18711056",-74.643494786212,54.3899962009026,129.033490987115,372.79997396023,-26.899998121057,0.160277537068951,1.22,6.22,27.48
"18711069",-72.4349949404739,55.1799961457217,127.614991086196,360.49997481937,-35.7999974993993,0.157920514464997,0.819999999999997,4.5,24.02
"18712047",-72.5399949331398,52.6499963224402,125.18999125558,349.199975608661,-23.0999983864835,0.238059282999471,1.32,7.28,28.28
"18712051",-76.1799634288909,53.4499962665608,129.629959695452,341.499976146509,-29.099997967389,0.174419672692681,1.1,5.54,21.62
"18712055",-73.3444948769461,57.5899959773852,130.934490854331,380.499973422378,-19.5999986309561,0.226274169979695,3.34,12.08,32
"18712059",-68.6879952021988,55.6299961142896,124.317991316488,320.999977578417,-15.1999989382922,0.386551707048646,3.2,13.82,44.24
"18712064",-73.3734636249227,70.8499950511849,144.223458676108,320.599977606345,-56.8333293635709,0.353553390593272,0.779999999999999,11.82,34.16
"18712068",-71.0599950365166,52.4599963357115,123.519991372228,309.29997839565,-32.0999977578412,0.139064333633355,0.879999999999998,3.68,17.82
"18713029",-75.4834947275387,46.5799967464247,122.063491473963,292.799979548159,-25.2999982328159,0.598683741404612,1.3,7.44,39.22
"18713031",-78.6034945096092,51.0399964348974,129.643490944507,309.299978395641,-24.4999982886952,0.261629509039023,1.46,9.22,31.74
"18713036",-74.1474948208572,56.7499960360585,130.897490856916,346.699975783293,-31.3999978067357,0.346482322781408,1.04,6.28,30.2
"18713040",-72.8339636626063,58.9499958823903,131.783959544997,369.899974162787,-29.3999979464338,0.549186266721552,2.38,10.78,39.28
"18713042",-75.790494706095,53.4099962693548,129.20049097545,306.399978598197,-28.7999979883435,0.346482322781408,1.88,10.62,40.44
"18716027",-80.7499943596779,72.0999949638734,152.849989323551,319.799977662225,-77.5999945797034,0.438406204335659,0.5,7.58,38.86
"18716031",-81.3024943210862,60.2599957908878,141.562490111974,393.099972542292,-68.2999952292999,0.0942809041582063,0.5,2.6,16.46
"18716035",-82.1904942590602,61.1599957280236,143.350489987084,397.199972255907,-35.9999974854286,0.278128667266709,1.3,8.8,30.3
"18716039",-81.5189943059639,53.7799962435106,135.298990549474,387.099972961362,-25.2999982328159,0.377123616632826,1.74,9.24,33.24
"18716044",-84.1349941232384,50.4599964754099,134.594990598648,401.59997194856,-23.0999983864842,0.384194684444692,1.7,8.16,33.02
"18716049",-82.7624942191064,61.2199957238326,143.982489942939,395.699972360684,-39.6999972269875,0.30641293851417,1.18,11.16,36.08
"18716053",-77.9824945529856,73.5699948611951,151.552489414181,307.299978535351,-57.6999959697021,0.931023928562289,0.699999999999999,11.18,52.28
