"Sweep (n)","dV/dt max x (ms)","dV/dt max y (V/s)"
407,8.4,380.99997338746
408,8.3,380.499973422378
409,8.3,389.499972793735
410,8.3,383.999973177906
411,8.3,399.999972060318
412,8.3,382.499973282679
413,8.3,400.999971990469
414,8.3,399.499972095243
415,8.3,401.499971955545
416,8.3,403.499971815846
