"Sweep (n)","Negative dV/dt max x (ms)","Negative dV/dt max y (V/s)"
42,80.4500000000007,-7.32421874997335
43,16,-24.4140624999112
44,113.25,-7.32421874997335
45,97,-6.10351562508882
46,115.25,-8.54492187512434
