"Sweep (n)","APD","APD value (ms)","APD value (mV)"
18,"APD 20",0.699999999999999,28.1999980302528
18,"APD 50",3.8,-11.0499992281665
18,"APD 90",21,-64.749995477265
19,"APD 20",0.699999999999999,28.399998016283
19,"APD 50",3.8,-10.7999992456288
19,"APD 90",21.2,-64.84999547028
20,"APD 20",0.699999999999999,28.4999980092981
20,"APD 50",3.9,-11.1499992211815
20,"APD 90",21.3,-64.8999954667876
21,"APD 20",0.699999999999999,29.6999979254791
21,"APD 50",3.9,-10.8499992421363
21,"APD 90",21,-64.9499954632951
22,"APD 20",0.699999999999999,29.599997932464
22,"APD 50",3.9,-11.1999992176891
22,"APD 90",21,-64.9499954632951
23,"APD 20",0.699999999999999,28.8499979848509
23,"APD 50",3.9,-11.0499992281665
23,"APD 90",21.1,-64.749995477265
24,"APD 20",0.699999999999999,28.5999980023132
24,"APD 50",3.9,-11.3499992072117
24,"APD 90",20.8,-64.7999954737725
25,"APD 20",0.699999999999999,28.4999980092981
25,"APD 50",3.8,-10.6499992561061
25,"APD 90",20.7,-64.7999954737725
26,"APD 20",0.599999999999998,30.4499978730922
26,"APD 50",3.8,-11.5499991932419
26,"APD 90",20.6,-64.84999547028
27,"APD 20",0.699999999999999,29.3999979464338
27,"APD 50",3.8,-10.9999992316589
27,"APD 90",20.6,-64.84999547028
