"Sweep (n)","Negative dV/dt max x (ms)","Negative dV/dt max y (V/s)"
113,10.2,-8.69750935251541
114,10.2,-8.36181600908502
115,10.2,-8.66699177583995
116,11.6,-6.33239716016476
117,10.2,-7.56835901552218
