"Sweep (n)","dV/dt max x (ms)","dV/dt max y (V/s)"
57,7.2,335.693343430414
58,7.22,366.210920105939
59,7.2,320.434555092668
59,7.24,320.434555092668
60,7.26,381.469708443669
61,7.28,335.693343430414
