"Sweep (n)","APD","APD value (ms)","APD value (mV)"
158,"APD 20",23,28.1677252389727
158,"APD 50",48,-10.2020265952206
158,"APD 90",61.6,-60.9649671829857
159,"APD 20",23,28.2012945756606
159,"APD 50",47.8,-10.0982668272764
159,"APD 90",61.8,-61.767579505613
160,"APD 20",22.8,28.3752447748611
160,"APD 50",48.2,-9.98535178569
160,"APD 90",62,-61.1358656243056
161,"APD 20",23.4,28.2745367647976
161,"APD 50",47.8,-10.1898195636977
161,"APD 90",61.6,-61.5386976645596
162,"APD 20",23.6,28.3569342275769
162,"APD 50",48.2,-10.1135256166799
162,"APD 90",61.8,-60.9680189408664
