"Sweep (n)","APD","APD value (ms)","APD value (mV)"
63,"APD 20",1,21.6094975533224
63,"APD 50",6,6.0516358774521
63,"APD 90",23.2,-14.1632083243849
64,"APD 20",1,21.4477543856447
64,"APD 50",6,5.91125501493935
64,"APD 90",23.8,-14.4256595021261
65,"APD 20",1,21.4965825117361
65,"APD 50",6,6.00585950924142
65,"APD 90",23.8,-14.2974856711362
66,"APD 20",1,21.5850834902767
66,"APD 50",5.8,6.41784682313756
66,"APD 90",23.8,-14.1815188716691
67,"APD 20",1,21.5515141535889
67,"APD 50",5.8,6.31713881307406
67,"APD 90",23.8,-14.1418460192199
