"Sweep (n)","APD","APD value (ms)","APD value (mV)"
167,"APD 10",10.4,35.0311287126942
167,"APD 20",28.6,21.9329838886779
167,"APD 50",86.8,-17.6483158241581
167,"APD 70",104.8,-44.149781260262
167,"APD 90",114.8,-70.5627457178253
168,"APD 10",10.2,35.1196296912349
168,"APD 20",27.8,21.8872075204672
168,"APD 50",86,-17.7062992238916
168,"APD 70",104.8,-44.0521250080792
168,"APD 90",114.8,-70.1324478566449
169,"APD 10",9.8,35.0372322284557
169,"APD 20",27,21.8200688470915
169,"APD 50",84,-17.5598148456174
169,"APD 70",102.8,-43.7011728517973
169,"APD 90",113,-70.2972427822033
170,"APD 10",10.2,35.0646980493821
170,"APD 20",27.2,21.8292241207337
170,"APD 50",84.6,-17.5994876980667
170,"APD 70",103.4,-44.1955576284727
170,"APD 90",113.2,-70.1293960987641
171,"APD 10",10.2,35.0067146496485
171,"APD 20",27.2,21.7956547840458
171,"APD 50",85.4,-17.7124027396531
171,"APD 70",104.4,-44.1772470811884
171,"APD 90",114.2,-70.3552261819368
