"Sweep (n)","APD","APD value (ms)","APD value (mV)"
65,"APD 20",11.2,34.6496589776052
65,"APD 50",34.2,-5.47790539587823
65,"APD 90",45.8,-59.1461194860813
66,"APD 20",11.2,34.7869880822373
66,"APD 50",34.6,-5.5480958271346
66,"APD 90",46.2,-59.6282972312338
67,"APD 20",11,35.0250251969328
67,"APD 50",34.6,-5.05676280833996
67,"APD 90",46.4,-59.1613782754849
68,"APD 20",12,33.9477546650414
68,"APD 50",35,-6.31103529731263
68,"APD 90",46.4,-59.4970716423632
69,"APD 20",12.2,33.7097175503459
69,"APD 50",35,-6.37512221280759
69,"APD 90",46.4,-59.7015394203709
