"Sweep (n)","APD","APD value (ms)","APD value (mV)"
15,"APD 10",18,39.1326913043713
15,"APD 20",49.2,25.5767827982481
15,"APD 50",140,-15.0268558046264
15,"APD 70",159.8,-42.2698984057433
15,"APD 90",168.8,-68.9819351356164
16,"APD 10",18.6,38.95568934729
16,"APD 20",49.6,25.5065923669918
16,"APD 50",141.4,-15.0817874464792
16,"APD 70",160.8,-42.2271737954134
16,"APD 90",169.8,-69.0368667774692
17,"APD 10",18.4,38.9801034103357
17,"APD 20",50.4,25.4577642409004
17,"APD 50",142,-15.136719088332
17,"APD 70",162.2,-42.178345669322
17,"APD 90",171.4,-69.3542495970633
18,"APD 10",18.2,39.0289315364271
18,"APD 20",48.8,25.5157476406339
18,"APD 50",140.8,-15.1153567831671
18,"APD 70",160.6,-42.3645029000454
18,"APD 90",169.6,-69.1223159981292
19,"APD 10",18.6,38.9953621997393
19,"APD 20",50.4,25.3631597465983
19,"APD 50",141.4,-15.2709964350834
19,"APD 70",160.4,-42.1722421535606
19,"APD 90",169.6,-69.5556656171903
