"Sweep (n)","APD","APD value (ms)","APD value (mV)"
22,"APD 10",20.2,40.8050546230015
22,"APD 20",57.6,27.1331793174113
22,"APD 50",146.6,-14.0838626194864
22,"APD 70",164.8,-41.6259774929131
22,"APD 90",175,-68.6279312214538
23,"APD 10",20.2,40.8264169281665
23,"APD 20",57.4,27.0965582228428
23,"APD 50",148.2,-14.0411380091564
23,"APD 70",166.4,-41.7144784714537
23,"APD 90",176.6,-68.86902009403
24,"APD 10",20,40.7928475914787
24,"APD 20",57.6,27.1240240437692
24,"APD 50",149.4,-14.1418460192199
24,"APD 70",167.2,-41.5130624513267
24,"APD 90",177.4,-68.7469497788016
25,"APD 10",20.4,40.8355722018087
25,"APD 20",58.6,27.136231075292
25,"APD 50",149.2,-13.9373782412122
25,"APD 70",167,-41.2994393996769
25,"APD 90",177.4,-69.0643325983956
26,"APD 10",20.2,40.811158138763
26,"APD 20",57.4,27.0721441597971
26,"APD 50",148.6,-13.9617923042579
26,"APD 70",166.8,-41.415406199144
26,"APD 90",177,-68.7896743891315
