"Sweep (n)","APD","APD value (ms)","APD value (mV)"
84,"APD 10",0.159999999999998,-49.1332984475435
84,"APD 20",0.199999999999998,-52.7954076486027
84,"APD 50",0.34,-66.2231413858196
84,"APD 70",1.1,-74.7680628549576
84,"APD 90",2.22,-83.9233358576055
85,"APD 10",0.0399999999999991,-48.2177711472788
85,"APD 20",0.0799999999999983,-54.3212864823773
85,"APD 50",0.220000000000001,-66.5283171525745
85,"APD 70",1.06,-75.0732386217125
85,"APD 90",2.24,-83.9233358576055
86,"APD 10",0.239999999999998,-48.5229469140337
86,"APD 20",0.279999999999998,-52.7954076486027
86,"APD 50",0.399999999999999,-66.2231413858196
86,"APD 70",1.16,-74.7680628549576
86,"APD 90",2.64,-83.9233358576055
87,"APD 10",0.159999999999998,-49.1332984475435
87,"APD 20",0.199999999999998,-53.7109349488675
87,"APD 50",0.319999999999999,-66.5283171525745
87,"APD 70",1.06,-75.3784143884674
87,"APD 90",2.48,-84.5336873911153
88,"APD 10",0.18,-49.4384742142985
88,"APD 20",0.199999999999998,-52.1850561150928
88,"APD 50",0.319999999999999,-65.6127898523097
88,"APD 70",1.14,-75.3784143884674
88,"APD 90",2.48,-84.2285116243604
