"Sweep (n)","APD","APD value (ms)","APD value (mV)"
391,"APD 20",1.4,16.1499988719356
391,"APD 50",6.3,-21.5999984912575
391,"APD 90",28.5,-71.6499949953055
392,"APD 20",1.4,16.8499988230412
392,"APD 50",6.3,-21.5999984912575
392,"APD 90",28.6,-71.4499950092754
393,"APD 20",1.4,16.4999988474884
393,"APD 50",6.2,-21.0499985296746
393,"APD 90",28.5,-71.3999950127678
394,"APD 20",1.5,16.2499988649507
394,"APD 50",6.4,-21.4999984982424
394,"APD 90",28.5,-71.4999950057829
395,"APD 20",1.5,16.3499988579657
395,"APD 50",6.4,-20.999998533167
395,"APD 90",28.5,-71.3999950127678
