"Sweep (n)","APD","APD value (ms)","APD value (mV)"
19,"APD 20",0.9,39.9499972095249
19,"APD 50",6.5,-2.44999982886949
19,"APD 90",33.5,-60.5499957706316
20,"APD 20",0.9,39.6999972269872
20,"APD 50",6.5,-2.59999981839211
20,"APD 90",33.4,-60.4499957776165
21,"APD 20",1,39.5999972339721
21,"APD 50",6.5,-2.39999983236194
21,"APD 90",33.4,-60.2999957880939
22,"APD 20",0.9,39.499997240957
22,"APD 50",6.4,-2.39999983236194
22,"APD 90",33.6,-60.1999957950788
23,"APD 20",0.8,41.7999970803039
23,"APD 50",6.4,-2.59999981839211
23,"APD 90",33.6,-60.2499957915863
