"Sweep (n)","APD","APD value (ms)","APD value (mV)"
721,"APD 20",0.6,26.1499981734437
721,"APD 50",4.1,-14.5499989836943
721,"APD 90",29.5,-70.399995082617
722,"APD 20",0.6,27.9499980477151
722,"APD 50",4.2,-14.4499989906792
722,"APD 90",29.3,-70.2999950896019
723,"APD 20",0.6,27.199998100102
723,"APD 50",4.1,-14.5999989802018
723,"APD 90",29.2,-70.4499950791246
724,"APD 20",0.6,27.099998107087
724,"APD 50",4,-13.8499990325887
724,"APD 90",29.2,-70.2999950896019
725,"APD 20",0.6,28.399998016283
725,"APD 50",4.1,-14.1999990081415
725,"APD 90",29.1,-70.1999950965869
